replicate	solute	sequencing_data_subdir	cytometry_data_subdir	collection_date	construct
a	BA4	Nova1/211202_A00794_0530_AHNN27DRXY_revcompi5_1mismatch/fastq/ch65a_pool	Omi-32a_gate_events/	4/12/24	Omi-32
