"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-530_30 Blue E-A","Comp-582_15 YG D-A","Time"
100783,69159,95503.2,54029.8,38015,93144.8,36782.5,11088.4,0.19
106857,68587,102103,53626.6,35590,98748.8,17883.4,8658.49,0.267
99116.9,64360,100928,47669.7,30917,101047,49255.8,10592,0.269
97934.4,67719,94777.3,50676.6,36231,91665.8,16753.4,12940.4,0.274
79396.4,53527,97209.4,32692.9,22887,93614.9,28703.5,13076.9,0.292
71157.3,53060,87888.5,29874.8,23420,83598.4,11945.1,7764.24,0.292
90824.6,58953,100967,44630,29933,97714,26096.9,12105.1,0.299
84089.4,55321,99616.5,38106.9,26089,95725.2,14279.2,8136.68,0.308
85813.9,58547,96057.8,44908.5,32275,91189,32517.6,10472.8,0.309
85436.2,63043,88814.7,42159.8,32163,85905.6,17930.4,10166.9,0.318
79643.4,52852,98757.1,32030.7,22508,93263,17429.6,8877.41,0.335
75610.9,52558,94281.3,35254.4,26490,87219.1,11346.3,6430.8,0.336
71369.3,45505,102786,55516.5,38109,95471.7,21307.3,7284.51,0.342
90376.2,66646,88870.9,55232.6,43362,83476.8,16462.6,10257.6,0.346
91071.6,60496,98658.9,51624.3,36712,92156.5,16582.5,11396,0.367
123589,76257,106214,82279.1,51129,105463,29211.1,6475.21,0.402
74603.1,51236,95424.9,35394.8,26232,88427.7,16730.7,10104.9,0.424
80140.5,58630,89580.2,37995.4,28998,85870.2,15602.6,12016.7,0.432
73619.7,51633,93442.9,36591.4,27357,87657.7,12130.2,7721.83,0.436
84741.5,57575,96458.9,34281,24979,89941.1,14381.3,8785.39,0.466
77200,55616,90969.9,39373.6,30932,83421.4,17842.3,13064.9,0.478
89593.4,59319,98983.3,50086.9,34895,94067.8,16955.7,8447.08,0.513
99396.6,64686,100703,75019.6,53578,91763.1,15718.8,10726.7,0.52
112646,82015,90012.8,59088.1,43919,88171.4,18600.1,8856.14,0.591
82208.4,56119,96003.4,32198.4,24167,87315.5,19689.3,12003.7,0.593
88951.2,53398,109171,38917.3,26434,96485,24305.7,9409.08,0.6
73105.9,56234,85198.8,30994.1,25223,80530.8,13271.1,10504.3,0.603
81490.2,55703,95875.4,39717.6,29559,88058.9,19017.4,12629.7,0.608
83374.3,57431,95140.6,41272.1,30003,90151.3,19117.7,8772.89,0.618
84515.8,58922,94002.7,33745.1,25770,85817.7,14376.8,7874.85,0.632
93489.9,63570,96381.2,40372.8,28118,94098.9,21912,12853.7,0.654
66802.5,50339,86969.7,32194.5,25587,82459.8,27830.7,12141.5,0.654
77695.6,56915,89464.2,33963.5,26275,84713,15466.9,13079.4,0.663
125090,74185,110506,39670,24996,104009,22301.8,11571.6,0.682
68542.1,49608,90549.4,26706.4,20993,83372.2,12792.9,6670.27,0.682
77644.6,55654,91431.3,38053.1,27838,89584.3,11774.9,9896.97,0.694
88214.7,60300,95874.6,42946.8,32161,87514.7,28199.3,8707.63,0.763
79114.5,58415,88758.8,28278.9,22050,84049.2,1894.51,7678.51,0.801
69120.5,50046,90514.3,35504.8,27546,84471.2,15488.8,8369.27,0.808
67613.4,52167,84940.9,34366,27939,80611.7,15857.5,10959.4,0.821
98109.9,63513,101235,51023.7,34420,97149.6,20592.8,12219.9,0.836
111017,68917,105571,68450.5,44009,101933,37658.9,8685.28,0.904
80231.7,55563,94632.5,60801.8,43899,90769.8,16678,10155.3,0.908
73103.6,52271,91655.4,31030,23627,86070.1,19195.4,12720.3,0.913
77068.6,50023,100969,32039.3,22831,91968.2,17833.4,8888.52,0.919
102612,62266,108001,94135.9,60647,101725,23241,9699.59,0.941
