"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-530_30 Blue E-A","Comp-582_15 YG D-A","Time"
78156.9,48677,105226,57297.2,37229,100863,18688,65.5512,0.173
57861.8,42607,89000.2,37262.9,29819,81896.2,4725.83,7.63927,0.179
92764.8,60035,101265,90933.2,60315,98804.6,35778.3,76.0875,0.183
146616,84835,113263,87526.9,52627,108997,8438.82,-0.0248652,0.212
64808.2,46749,90852.7,50528.4,38233,86611.8,2087.6,18.9427,0.213
111559,71998,101546,72613.3,50650,93954.3,8957.86,17.961,0.219
62348.1,39687,102957,45745.4,33791,88721,4288.96,10.848,0.227
83088.5,57355,94940.1,41558.4,30790,88456.4,26627.2,18.9192,0.272
83558.2,55309,99008.7,46482.5,34192,89093.4,1725,14.7266,0.275
73949.5,53196,91103.8,48064.4,37297,84455.8,7698.44,38.7138,0.299
102760,63282,106420,58998.4,37530,103025,61895.7,49.9903,0.309
67663.6,46654,95048.6,78516.4,55950,91968.7,20832.2,97.7402,0.32
78754.2,56035,92107.4,39835.4,30659,85151.2,22598.6,15.4741,0.322
70705.1,50617,91544.9,35383.1,26148,88682.5,697.039,11.6142,0.328
82089.9,60967,88241.9,36099.2,26903,87938,2007.94,23.188,0.355
79146.4,56277,92168,55596.8,42217,86306.3,17653.2,152.009,0.359
60889.7,39738,100419,61233.1,39399,101855,18319,5.1555,0.38
70687.6,54314,85292.6,30459.8,23502,84938,1253.87,15.2876,0.392
69090.8,48184,93971.8,65662.7,48133,89403.8,2229.09,6.21343,0.394
127109,77986,106817,119334,73398,106551,31646.7,108.159,0.407
98011.9,58621,109573,125631,76336,107856,50728.9,64.5045,0.411
80829,50920,104030,76593.7,53041,94637,22414.1,31.9162,0.412
176057,103122,111888,174074,72886,156520,35865.9,97.2817,0.416
84199.6,51346,107469,81954.6,51450,104392,35752.1,95.1692,0.417
75219.5,51407,95893.2,48849.8,38619,82897.6,1292.36,4.15503,0.419
63831.6,45320,92305.2,55654.6,40373,90342,22067.5,138.999,0.424
87612,53531,107260,80496.8,54235,97270,33411.5,25.3631,0.425
79819,54111,96672,43695.6,30626,93503.4,2205.38,18.935,0.437
100046,67446,97212.5,77130.3,57206,88361.5,32912.1,227.326,0.441
106338,71448,97538.7,53930,34257,103172,1815.83,0.410606,0.447
89403.4,55031,106470,68030.8,50147,88908,37759.6,40.4472,0.448
80171.6,43849,119823,65060.6,31597,134944,19309,61.2704,0.448
85882.3,56129,100276,66852.2,46109,95018.9,49587.2,51.8596,0.451
66591.2,46671,93508.2,60061.6,42831,91900.6,24929,22.2109,0.453
80316.8,54500,96580.6,37144.4,27768,87665.4,3578.56,3.4747,0.454
104082,66625,102381,84343,57897,95471.3,49052.7,29.6347,0.454
77727.5,46342,109921,91750.6,57650,104301,6280.3,10.7171,0.455
78587,57571,89459.6,47782.8,37371,83794.7,17760.2,16.8522,0.455
68829.4,48315,93362.4,45794.6,35039,85653,7054.29,33.4562,0.459
81347.4,57212,93182.9,48449.7,35564,89281.3,11048.1,24.7136,0.466
97074,55239,115169,103669,64183,105854,23200.1,74.2645,0.473
81910.5,54998,97605.1,49510.5,35546,91282.3,35373.2,249.424,0.478
92566.5,57586,105346,85193.9,57590,96948.6,23329.1,59.9461,0.485
97476.1,65784,97108.6,47549.6,34293,90870.1,24720.1,51.3746,0.489
80449.8,57730,91327.9,60606.8,45922,86492.9,44782.4,148.635,0.502
95468.9,55373,112991,80106.8,50912,103117,22501.9,11.7705,0.504
65144.2,42060,101505,73278.7,49825,96385.1,6131.84,21.3268,0.509
70955.1,49931,93130.8,75657.7,58031,85442.3,36874.6,28.8454,0.52
85092.6,51342,108617,95441.6,56359,110982,12916.7,36.7807,0.521
104074,61079,111668,54258.4,35387,100485,20456.3,97.765,0.527
115064,70365,107167,126025,82496,100116,39644.3,194.023,0.533
65392.7,43880,97665.8,48392,34917,90827.3,1399.45,26.938,0.543
84773.4,51790,107274,103731,63475,107100,9292.52,81.009,0.553
89099.4,57170,102138,105432,75946,90980.2,4378.22,28.8621,0.558
69362.9,49026,92721.6,50006.6,36906,88799.4,3934.75,14.5813,0.563
94997,56487,110215,70038.5,48075,95476.8,8379.48,2.62904,0.57
78912.3,57614,89762.9,44855.5,35754,82218.7,14198,144.816,0.571
90314.6,58467,101234,42865.7,30915,90870,19133.9,42.2019,0.584
97301.3,67194,94900.4,68011.3,48195,92482.4,2350.53,16.2754,0.587
81198.4,57501,92544.8,59546,43504,89702.2,3089.4,39.5469,0.589
68569.5,48761,92159.1,75996.2,54964,90613.6,30808.6,186.654,0.601
64891.1,49326,86216.2,33490.9,27006,81272.9,11503.5,63.9036,0.602
87837.8,55643,103455,89049.5,61158,95424.1,15896.2,40.8248,0.603
74469.4,46182,105678,70034.6,45906,99982.4,31556.4,32.9051,0.609
88084.8,52713,109512,79716.8,50372,103715,16310.3,12.1776,0.609
74928.4,48359,101543,39911,28951,90346.1,2380.32,9.91349,0.613
117403,75631,101732,158445,109611,94733.8,36141.7,175.704,0.629
72667.4,51814,91912.1,44498.2,33238,87738,30207.8,35.1138,0.632
77110.4,54672,92433.1,30774.1,24396,82669.8,22071.6,67.4488,0.635
103646,65466,103757,79605.2,54782,95232.2,34003.4,26.9142,0.637
70462.6,48443,95325.2,52480.7,38635,89022.3,40902.2,42.8906,0.638
63744.2,39311,106269,61018.6,38562,103701,3801.2,21.4801,0.638
59516.4,41897,93096.5,48115.1,36340,86771.3,7687.78,28.1145,0.64
69374.3,48902,92972,40868.1,30258,88516.5,11918,144.966,0.645
81747.1,55063,97295.4,63520.9,44683,93165.3,12574.5,27.7932,0.646
89267.3,60824,96182.8,73401.9,55093,87315.4,26058.1,102.697,0.648
