"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-530_30 Blue E-A","Comp-582_15 YG D-A","Time"
65766.6,45415,94904.3,75913.5,52743,94326.6,7625.98,5645.59,0.218
92202.4,53292,113386,93786.4,45505,135071,27284.6,9405.71,0.222
54311.9,41627,85506.6,28485.6,23371,79878.1,8072.38,5152.13,0.23
76068.4,52472,95007.2,52049.4,37809,90219.5,9621.45,5313.68,0.231
98937.6,68855,94168.5,40794,29507,90604.8,21901.6,5287.96,0.241
114752,72775,103338,63501.4,42655,97564.8,12619.7,6217.66,0.244
65815.2,46051,93662.8,35468.2,26755,86878.8,25643.3,4898.16,0.247
101769,68750,97011.7,51434.8,35806,94141.4,30677.4,8963.99,0.249
71589,52863,88751.2,28733.6,22219,84751.2,7090.1,5872.46,0.25
76522.1,44628,112372,83773.6,47072,116634,7760.15,4581.34,0.251
74727,50755,96489.2,38362.7,28387,88566.6,24336.7,7256.22,0.254
103496,58341,116260,70638.4,39513,117160,32938.4,4973.47,0.27
97033.8,65878,96530,45151.9,31014,95410.9,24308.8,10314.3,0.275
84998.4,63675,87482.6,37362,28303,86512.2,15984.7,5603.17,0.278
85138.2,57995,96208.6,30516.7,22726,88002.5,14450,10714.6,0.287
82444.8,61166,88335.1,41945.3,33182,82843.9,21617.5,4360.48,0.299
85372.3,57163,97877.3,45635.5,31115,96119.7,41016.7,9268.59,0.304
58159.8,47160,80821.8,26488.8,22645,76660.2,10462.6,6689.5,0.316
80772.8,55119,96038.1,26743.9,19743,88775,14667.7,5909.07,0.324
70652.6,53708,86212.3,36268.4,29269,81208.4,15051.5,6585.32,0.33
67630.9,50874,87122.3,28661.1,23662,79381.9,10965.9,6904.65,0.333
76855.8,54466,92476.4,60028.8,44654,88100.7,22064.4,11263.7,0.341
81483.4,47074,113440,38979.7,23838,107164,21454.8,4090.72,0.351
97601.5,69356,92225.8,37831.6,27557,89970.9,15330.2,8926.84,0.364
95138.3,58672,106268,82842.2,55080,98568.4,34197.7,8762.36,0.366
74192,53658,90615.5,59281.6,39854,97482.7,24775.2,9862.2,0.372
75957.4,53770,92578.5,39300.3,28926,89040.5,11898.9,5418.47,0.384
147733,83414,116069,76411.1,44414,112750,17622.7,8763.98,0.386
79732.4,57574,90758.7,34724.8,25398,89602.6,18600.1,9501.15,0.387
59511,44846,86966.9,29730.5,22522,86511.7,17504.2,10439.3,0.395
75480.2,54943,90032.7,37958.7,28642,86853.6,18345.8,7407.13,0.408
70314.4,50355,91512.8,28722.7,22059,85333.5,14871.9,7431.74,0.416
77554.2,53301,95356.4,48183.7,34813,90706.6,16912,4123.35,0.416
90177,64173,92092.4,44563.7,32032,91175.4,43028.3,6982.04,0.429
76793.4,49057,102590,56018.8,37197,98697.5,20704,9461.26,0.431
70510.5,48803,94686.3,28247.7,21275,87014.9,22405.4,10000.7,0.438
88427.5,56953,101754,33532.2,24521,89619.8,20880.9,8144.73,0.444
70926.2,49031,94801.7,29668.1,21831,89062.7,15632.7,4096.93,0.461
66477.2,47674,91384.2,28665.8,21738,86422,14758.2,6068.06,0.463
85651.2,52187,107560,71580.6,50607,92696.8,24958,9756.19,0.474
114570,64181,116989,37192.7,23273,104734,21873.9,9236.99,0.482
66003.7,50059,86410.4,36693.5,28671,83873.9,18363.2,4626.22,0.485
79174.5,56770,91400.1,39848.6,30750,84927.5,17431.6,11341.9,0.489
138050,83682,108115,59536.6,34546,112945,15462.2,5308.52,0.492
114623,68933,108975,44570,27673,105552,43285.1,9941.01,0.492
77133.2,50461,100176,51912.1,39504,86120.7,8469.84,4682.52,0.496
93311.3,66518,91933.7,48249.2,35566,88906.9,17033.6,8256.81,0.501
66196,50664,85627.3,27796.1,22129,82319.3,17837.2,10342.8,0.505
130218,79786,106960,81737.8,54590,98127.2,20061.7,10154,0.522
93125.8,63338,96357.6,43375,31274,90894.2,9474.47,6327.58,0.522
74306,56452,86262.9,28648.6,22744,82549.9,16638.6,10202.5,0.533
70401.8,49079,94008.7,37805,28195,87873.4,20482.5,11424.4,0.537
80525.8,58466,90263.4,29402.9,22326,86309.5,13561.7,8036.03,0.547
85835.9,57143,98443.3,49522.2,35967,90235.1,15545.1,11102.5,0.551
74812.1,55722,87988.4,33000.2,25566,84593,17286.9,8520.73,0.564
66316.1,44275,98161.3,40807.3,29015,92171.1,12821.8,9020.29,0.566
72779.9,47082,101306,51209.3,35299,95075.1,13186.8,7217.2,0.566
90450.6,66340,89354.4,34446.4,26648,84714.7,12362.7,4558.78,0.57
76832.2,56844,88580.6,45990.4,35777,84244.7,13940,8550.63,0.573
73086.2,50907,94088.7,33707.7,25819,85559.8,17376.1,10347.1,0.577
73109,50091,95651.3,37859.6,26630,93172,28337.3,11093.7,0.589
119797,68413,114759,74972.8,47360,103746,27970.3,6631.11,0.592
80713.5,51706,102302,41321.3,29198,92747.1,22609.4,10173.5,0.596
93944.4,61086,100788,61184,43475,92231.2,27452.3,10279.1,0.599
120040,86285,91173.7,55015,38960,92542.6,13515.8,10480.9,0.609
101857,70952,94082.4,56091.4,40069,91741.8,32908.9,9355.52,0.61
88657,67511,86063.4,57067.9,43171,86632.3,12004.1,9677.01,0.614
75165.5,48966,100601,43247.9,29846,94963.9,30563.3,10422.6,0.615
105669,76543,90473.5,37947,26971,92206.2,27462.3,7995.36,0.617
102633,73627,91354.2,56828.5,40886,91090.1,17340.2,10380,0.625
123865,79471,102145,117480,86687,88815.5,26119.3,9340.59,0.625
83251.9,59214,92140.4,32035.4,24643,85195.4,18505.5,5898.74,0.638
82447.8,59390,90980,29138.5,22903,83378.5,15726.3,9933.82,0.646
80367,54407,96806.1,32292,23787,88968.3,16319.7,8327.35,0.647
94454.3,49972,123873,104589,63336,108222,32889.4,4776.32,0.653
88948.9,54263,107428,66925.6,43791,100158,32227.6,7401.45,0.673
93389.6,61106,100160,33686.6,22054,100104,26372.8,8665.36,0.674
57649.8,41938,90088.6,26933.4,20306,86925.4,17232.3,10618.5,0.689
68124.1,46734,95531.8,46083.2,31619,95515.6,31573.2,7755.53,0.692
59003.4,44977,85973.8,30822.5,24861,81251,12125.9,7736.14,0.696
110562,73331,98809.2,58618.6,39839,96428.8,20347.9,11475.3,0.702
84838,55956,99362.8,44143.3,32624,88676.3,44827.9,8844.34,0.709
73000.3,55080,86858.1,28683.7,22753,82618.4,12512,9221.71,0.719
70167.8,49650,92618.6,35186.6,26498,87025,15976.9,10986.4,0.721
68089.9,49456,90228.5,32866.1,25728,83718.6,11445.1,6860.63,0.721
80834.4,50268,105386,54843.4,38273,93909.9,21953.4,4435.19,0.722
69083.2,50871,88998.4,32742.8,26187,81942.7,19806,5856.79,0.733
77292,51549,98264,33953.4,24752,89898.6,27770.1,8684.87,0.734
94523.5,49434,125312,73899.5,39678,122060,41428.2,6832.69,0.739
86538.2,55078,102970,41269,30366,89066.9,27333.3,5426.99,0.742
100464,64006,102866,59353.3,41146,94536,20317.2,7587.2,0.744
93211.7,60175,101516,47605,30831,101192,42147.7,6271.9,0.746
84876.8,56239,98908,40340,28658,92250.8,18709.9,10702.1,0.747
92692.6,61294,99107.7,56823,40298,92410.3,49333.5,7508.45,0.753
69733.8,50436,90611.4,38237.9,29816,84047.5,19352.1,9144.94,0.766
118904,72352,107703,56904.1,36364,102554,19708.3,5125.39,0.768
71516.8,50910,92062.9,37635.8,27959,88218.4,19141,5938.98,0.775
86416.6,57778,98019.9,52533.8,37254,92415.7,27804.2,7014.31,0.776
129385,88019,96335.5,49051.1,33347,96398.8,19811.9,6454.1,0.78
85332,54943,101784,71011.2,48619,95719.6,33526,5543.19,0.82
74650.2,45857,106686,31149.3,21053,96964.8,15814.4,7291.23,0.826
82596.8,60398,89623.2,42647.3,32567,85821,12502,8923.32,0.843
68970.8,48243,93693.8,38408,29399,85618.7,16188.3,8503.31,0.847
68325.5,50487,88691.8,38103,29167,85614.5,16482.8,8067.64,0.848
137744,86054,104901,76064.8,47638,104643,7125.33,4931.71,0.854
75422.4,57115,86542.6,33548.6,26603,82646.3,14051.6,10256.7,0.86
92378,63223,95757.6,50095.5,34675,94680.9,22604.6,7537.76,0.864
97232.9,62583,101821,64953.7,41395,102834,14185.8,5549.76,0.872
74337.1,53192,91588.2,34750.6,27009,84320.5,25634.1,10279.3,0.874
78201,52837,96996,35503.3,26809,86789.6,25788.1,9330.01,0.88
99924,60127,108913,51707,33583,100904,26106.4,7617.03,0.882
56548.6,41426,89459.9,37036.7,28078,86446.3,22701.5,5076.97,0.885
78674.4,54421,94743,30293.6,22893,86721.9,17948.8,8407.8,0.885
72700.8,49707,95852.1,45730.6,35782,83757.2,10757.7,6291.45,0.887
94312.2,67476,91600.6,60013.2,45804,85866.4,24911.2,6660.46,0.888
80063.7,57899,90624.3,64889.8,49327,86212.7,31025.2,8256.95,0.903
102418,72571,92489.3,51469.1,38683,87197.9,27709.5,6577.6,0.906
71031.1,52932,87944.8,27264.9,20888,85543.5,15508.6,9420.79,0.909
62374.7,41379,98789,69545.6,48035,94883.7,22040.9,7366.08,0.91
87281.4,62672,91270,45292.3,33696,88089.8,16414.4,9058.21,0.911
83588.6,65950,83063.9,37381.5,30403,80578.7,14106.9,5199.96,0.916
75427,57095,86578.2,33125.8,24435,88845.2,45936.9,5012.9,0.919
85166.4,64798,86136.3,40050.7,30995,84683.3,18845.9,5080.4,0.928
70719.5,52334,88559.5,29765.6,22954,84983.8,17269.4,8084.54,0.93
63210.7,42617,97204.8,61899.2,35668,113733,21906.4,10925,0.936
76638.4,51815,96932.8,35613.2,25843,90312.6,18695.4,8594.31,0.945
75800.1,46939,105832,63506.8,41455,100398,15723.8,7327.28,0.946
125266,74551,110119,67041.8,42479,103431,26608.5,11366.2,0.95
79890.4,52150,100397,39709.8,27282,95389.7,15321.6,5412.41,0.96
74977,56503,86963.4,30543.2,24803,80703.2,10105.6,6967.24,0.97
93994.5,67151,91733.9,40764.4,30255,88300.5,11321.8,4895.93,0.972
80902,57418,92340.3,44609,32835,89035.9,12531.9,8496.13,0.977
101553,62063,107236,114012,75074,99526.8,43977.3,5316.72,0.979
101053,69663,95066,47788.3,33519,93435.1,14153.4,6435.39,0.983
76725,53910,93271.2,37578.1,29014,84880.3,14948.3,8788.54,0.987
84935.3,60973,91291.6,43850.8,32944,87233.1,24631.8,4765.2,1.002
104251,71594,95429.4,42564.6,30023,92912.5,17892.2,9618.85,1.003
118577,81454,95404.7,58728.5,42135,91345.3,26763,7783.94,1.007
74534.7,51890,94135.8,62205,48002,84927,11284.3,4255.69,1.009
88907.1,63410,91887.9,36824.6,27010,89349.7,27250,7191.37,1.011
88706.4,52393,110959,43863.3,30420,94497.9,14154,4252.85,1.013
133719,84785,103360,72859,52717,90575.9,36628.7,8097.58,1.016
78907,58248,88779.9,33516.6,25841,85002.3,23222.6,6752.26,1.021
87221.4,57386,99608.6,44626.1,32670,89520,18274.2,10270.2,1.026
85797.9,61973,90730.7,39879.1,30161,86652.1,16399.6,7606.01,1.027
68862.1,46803,96424.3,30413.8,22871,87149.5,28045.6,9126.88,1.034
62245.5,47825,85296.9,33430.8,26393,83011.4,15486.9,5287.32,1.037
74766.5,55188,88785.6,37986.8,29048,85703,7881.14,5770.65,1.047
72990.4,50158,95368.6,35344.9,26958,85924.9,14767.4,7043.79,1.055
60922.4,43558,91661.9,40563.9,29910,88879.8,30352.7,9486.59,1.061
67455.3,48967,90280.2,31421.5,24275,84829.7,14960.2,5779.2,1.065
71758.4,53104,88557.6,42293.2,31880,86942.4,15305.3,10958.3,1.069
80847.3,50730,104443,42812.6,29658,94604.1,26841.7,5916.74,1.073
67200,53317,82600.6,30453.5,24861,80278.5,15659.3,10250.8,1.081
76269.8,58351,85661.2,27764.1,22994,79131.4,9118.67,5880.81,1.082
83598.5,53246,102894,41582.6,29226,93244.2,21791.7,5221.19,1.087
63331.6,46769,88744.6,32164.9,24253,86915.3,15243.9,9045.57,1.088
83307.4,52796,103410,60236.3,43969,89782.5,26522.7,9142.88,1.097
101846,73244,91128.1,53575.1,40428,86848.1,28726.6,5965.91,1.104
84324.3,54727,100979,41515.5,29171,93269.3,20687.1,4096.07,1.114
70044.6,47708,96219.6,40155.2,29061,90554.7,9291.06,6170.71,1.116
99535.7,60190,108376,47022.3,30842,99917.4,18860.6,9695.11,1.122
68682,51295,87750.1,26445.9,20511,84499,13924.8,5343.6,1.124
80953.7,56598,93738,46875.7,32642,94113.2,40885.9,4617.85,1.125
69946.6,54603,83951.8,29109.6,23535,81059.1,25210.6,8407.32,1.129
68704,47589,94614,33879.3,26301,84419.4,15112.9,8657.08,1.134
112901,78436,94332.7,57330,40316,93193.2,15179.2,11463.4,1.137
64369,48680,86657.4,38514.8,30028,84058.5,26631,8598.56,1.141
78451,56444,91087.9,30025.3,22369,87967.2,15843.7,4306.8,1.145
84362.3,59174,93432.4,36824.6,27362,88200.3,25211.3,8087.73,1.148
77129.4,55463,91137.3,31495.6,24311,84903.8,13028.1,5428.46,1.151
96336.8,54315,116239,128730,76758,109910,41721.2,6813.59,1.153
72638.5,52083,91401,53712.4,41091,85665.8,19854.3,6988.33,1.154
72321.6,51442,92136.2,33551.7,25594,85912.5,37368.1,6197.48,1.163
87120.3,60298,94688.3,48686,36106,88370,20009.7,11271.3,1.166
72121.7,53738,87955.8,28802.3,22727,83054.8,12052.1,7660.89,1.171
73916.1,42259,114630,50781.9,30803,108043,25538.9,11376.9,1.174
130240,74711,114245,80486.6,46563,113282,26670.7,7183.46,1.183
85379.9,63402,88253.7,34377.7,26378,85411.3,16600.8,10668.3,1.188
107278,66608,105551,43302.5,25380,111815,22452.4,10957.3,1.192
71017.4,52795,88156.1,42765.1,32886,85223.2,14061.9,7189.58,1.195
102282,60912,110047,66573.8,41356,105498,24167.2,6012.32,1.197
72646.9,54059,88070.2,37536.7,29382,83725,16895.9,8370.77,1.204
70971.1,48084,96729.9,47915.4,36216,86707.1,12228,4613.91,1.205
74483.8,49858,97905.5,46873.3,33010,93059.4,21686.6,7083.61,1.207
89041.6,57122,102157,39491.4,28274,91536.7,10498.3,5725.96,1.209
96067,63713,98815.8,77689.6,54829,92860.8,33448,6512.03,1.219
89981,57679,102238,56297.3,37922,97291.8,29922,9044.6,1.223
60913.2,45615,87515.3,31030.7,23330,87168,14404.9,10066.9,1.224
106814,68583,102069,48610.4,33311,95636,30431,6250.41,1.225
71931.7,52817,89253.8,32120.4,24601,85567.3,22585.5,5425.71,1.246
85645.2,61042,91950.5,36175.6,27010,87775.1,13469.4,8947.63,1.251
68675.1,50062,89902.4,43356.3,34071,83396.4,16066.8,6400.28,1.273
123115,73684,109501,74957.2,50328,97607.6,21126.7,9106.13,1.274
102982,68711,98223.7,54679.6,36627,97837.1,8893.37,6424.07,1.275
69126.6,45738,99048.5,68569,48247,93140.3,20148.7,11004.1,1.278
111252,66876,109023,56351.1,35505,104014,48346,10672.1,1.278
93780.2,62676,98059.5,54965.8,40952,87962.5,25944.3,10934.3,1.284
139306,78446,116381,59143.5,33770,114777,6882.14,4602.6,1.287
77865.8,56650,90079.7,27931.8,20074,91189.5,15777.3,4438.77,1.29
72022.9,50559,93358.1,36273.9,27695,85836.7,16710.1,10374.2,1.293
95266,63045,99030.1,50473.8,36569,90455,13970.8,7921.52,1.295
73159.9,55327,86659.4,31898.9,25394,82323.6,14037.1,8536.85,1.295
89805.4,61322,95976.8,62355.5,47082,86796.1,10084.5,4906.08,1.297
77344.4,54846,92419.6,46484.1,34995,87051.9,13588.7,9338.24,1.301
68611.3,49812,90269.6,56255.9,39996,92179,20398.2,8074.8,1.302
110231,72875,99130.1,56710.7,40107,92666.9,12334.8,8678.47,1.302
94528,67690,91520,46965.4,33539,91771.4,23077.2,7186.87,1.306
112120,77786,94462.8,50749.1,36142,92023,23170.6,7096.77,1.31
75282.6,57355,86020.7,37262.9,29007,84188.8,15451.8,9803.45,1.312
76190.8,48039,103941,31104.8,21315,95636.2,16518,7126.88,1.318
