"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-530_30 Blue E-A","Comp-582_15 YG D-A","Time"
65164.7,41970,101754,49943.4,38130,85840.3,310.265,136.19,3.907
71977.3,52507,89837.6,32397.3,25839,82169.9,491.065,239.528,4.099
70099.4,50120,91660.6,34575.1,26017,87093.5,400.523,209.854,4.182
101050,64544,102603,44288.4,30132,96325.7,1021.72,228.893,4.705
68148.4,50142,89070.6,55671.7,43411,84045.6,310.853,144.14,6.16
71377.7,53902,86783.6,27809.3,22922,79509.3,363.209,236.886,6.201
95733.4,60103,104387,57450.9,40691,92529.1,4003.37,-113.683,7.242
112227,69195,106292,90701.5,61862,96088.3,655.582,242.167,9.089
68965.4,50468,89556.1,36135.1,25592,92534.7,737.821,131.391,9.11
65734.7,46489,92666.8,30918.4,22932,88359.9,276.364,183.362,10.483
73558.9,48654,99082.4,33525.2,24334,90289.6,937.82,150.458,10.565
74651,51479,95035.4,31171.1,23411,87259.5,680.031,231.035,12
83669.2,50490,108603,63410.9,39966,103981,1032.46,139.852,13.474
61458.9,46852,85968,31809.2,25868,80587.8,585.903,91.6515,14.154
91611.2,56054,107108,95116.3,62246,100144,2039.13,152.506,14.172
70631.4,50567,91539.9,29061.2,23207,82068.2,666.106,226.266,17.256
65654.9,41095,104703,64825,40639,104539,2901.76,122.239,17.566
54875.8,42960,83713.7,33361.4,28268,77344.4,400.94,-97.5464,18.477
99908.1,66615,98289.8,54749.8,38079,94227.3,1036.98,113.882,19.259
87511.7,53358,107485,79091.2,51914,99844.4,1128.45,234.186,19.305
64199.5,49574,84870.6,69729.7,53702,85095.6,3098.17,63.9263,19.968
80522,49431,106757,51834.1,31175,108966,349.791,114.457,20.145
71415.7,45338,103231,55801.2,36442,100351,615.408,193.94,20.98
141616,77903,119135,69265.6,37407,121351,2640.61,212.886,21.143
89952.1,54394,108378,30143.1,18775,105217,29645.9,-310.409,21.325
63498,49618,83868.9,18123.3,15446,76895.5,293.246,130.361,21.907
91663.6,59350,101218,47532.4,33366,93361,1187.94,96.9119,22.005
60156.3,42805,92101.4,30111.9,24401,80874.3,1325.07,232.053,22.24
66472.6,51474,84632.1,28354.6,23258,79897,424.714,241.652,22.389
56791,45134,82462.3,25754,22138,76240.7,541.293,226.804,22.51
64927.6,41678,102094,52665.6,33875,101889,284.264,18.0013,22.587
79977.1,57027,91910.5,37844,27127,91427.3,1011.02,252.214,22.978
57812.4,41938,90342.8,37639.7,27182,90749.5,9458.96,-608.532,23.46
119238,70316,111132,80649.7,48572,108817,1481.65,143.533,24.183
69926.1,47275,96936.5,26264.9,19551,88041.5,1731.62,-0.643856,24.276
71153.5,50792,91808.1,31149.3,24817,82258.1,459.316,229.99,25.216
93448.8,56045,109274,62150.4,40816,99791.5,1763.98,-16.546,26.284
81686.3,55426,96586.3,36224.8,27686,85748.2,565.089,242.703,26.779
93374.4,56341,108613,75197.5,47905,102873,1230.69,199.729,26.814
101547,60552,109905,51051.8,31749,105381,2688.42,203.343,27.966
92501.1,58647,103367,35665.5,24015,97329.8,396.249,64.1039,28.144
75127.5,49385,99697.4,31073.6,23044,88371.9,724.935,83.6923,28.299
80424,55023,95790.2,33551.7,25554,86047,691.034,130.865,28.462
119223,63783,122500,66863.9,38139,114895,3370.96,40.5884,28.837
81469,51770,103132,37335.5,25130,97366.4,639.86,150.478,29.167
84085.6,57995,95019.2,37134.2,25318,96122.5,12330.1,167.729,29.354
59542.2,34075,114517,18257.5,12134,98608.9,918.521,13.1896,29.514
89411,52722,111142,55685.8,36258,100651,1693.75,210.299,29.517
53987.4,41947,84347.3,29990.2,25451,77224.4,467.548,83.1793,29.531
70778,48998,94667.3,26729.8,21306,82219.3,533.459,163.735,30.085
84425.4,51611,107204,47385.8,32559,95379.9,2211.84,203.375,30.19
97090,60114,105847,32748.3,21238,101054,18817.5,-96.6373,30.303
78928.3,52118,99248.7,27326.5,19526,91717.2,561.537,196.063,30.673
62785.9,44339,92801.7,29306.2,22227,86408.8,735.195,207.712,31.241
74383.5,47676,102248,49364.6,35788,90397.9,958.609,193.917,31.943
103533,64576,105072,47069.1,30556,100953,3002.83,200.673,32.354
92200.9,55162,109541,52725.7,33178,104148,2024.31,217.167,32.529
85933.2,46784,120377,35267.7,22972,100614,19395.4,-836.025,32.765
98008.1,60357,106418,50168.8,35193,93423.8,1230.76,-61.0309,32.765
54884.2,32228,111608,46994.2,27696,111201,18982.6,-732.648,33.065
73220.7,41705,115060,38317.5,21193,118491,18575.4,-698.701,33.312
80028,52232,100412,44502.9,30527,95539.8,1436.35,242.646,33.462
116092,63658,119517,62591.9,39838,102968,479.03,92.1885,33.748
95684.8,62487,100354,31469.9,22479,91748.3,598.034,-55.1593,33.922
81686.3,58650,91277,58939.1,43415,88970.1,521.74,67.8057,34.331
65299.2,44958,95187.7,26950.6,20455,86347.2,11145.4,65.5172,34.337
77113.4,49073,102983,19973.5,13665,95790.8,1179.01,-308.008,34.41
91437.1,57563,104102,42217.5,27935,99043,1598.69,238.395,34.482
66491.6,43392,100424,51868.4,39356,86371.8,466.578,58.7993,34.499
124940,74855,109386,80150.5,54227,96865.8,2481.29,124.387,34.893
67668.9,52250,84875.6,26675.2,22218,78683.4,380.192,211.975,34.974
79695.1,50494,103436,32871.5,23038,93509.4,14359.4,50.4658,35.093
100211,61816,106242,27048.8,18604,95284.5,2566.55,178.971,35.128
77731.3,53291,95592.1,39499.2,28511,90793.7,938.111,202.928,35.306
69570.4,48599,93816,29671.2,22427,86704.9,440.641,131.411,36.021
71965.2,47011,100324,35046.2,26111,87962.4,1762.37,211.354,36.206
62073.8,47910,84910.6,54092.2,41182,86081,1474.26,158.903,36.536
182712,108603,110257,89984.7,55302,106637,10594.3,177.383,36.953
71088.9,51038,91282.6,33235.8,25738,84627.5,731.267,241.102,37.089
67928,51055,87194.8,24840.7,20591,79061.6,632.889,180.688,37.539
94518.9,66692,92880.6,40006.2,29964,87499.9,631.055,256.478,37.561
84737,55618,99847.6,47862.4,35318,88813.3,1352.83,245.301,37.948
62313.2,45766,89231.2,24420.2,20194,79251.5,272.971,65.702,38.182
66918.8,42968,102066,30241.4,21141,93746.7,28621,173.018,39.267
79888.2,54050,96864.9,33955,26418,84233.2,546.112,253.304,39.32
93817.4,54362,113101,32209.3,21187,99630.4,15343,-210.889,39.414
69046,47285,95696.3,29382.6,21693,88766.8,852.565,224.664,39.639
70637.4,49262,93972.9,32838.8,25070,85844.5,325.962,228.939,39.652
81516.8,51519,103695,31785,22367,93131,328.823,78.4184,39.676
88432.8,53647,108031,87264.1,55803,102484,1534.11,232.039,39.726
63745,43010,97130.7,27247.7,20030,89151.7,971.2,253.806,39.945
66012.1,37451,115515,31189.9,23110,88449.1,1692.3,109.069,40.099
87364.3,52238,109604,53369.2,34698,100801,809.601,227.317,40.26
64183.5,46814,89852,47022.3,34691,88831.5,1716.75,130.267,40.567
90989.5,58795,101422,48929.4,36102,88821.6,395.076,15.874,40.757
71984.2,53698,87853.4,30953.5,24966,81253.3,286.316,126.651,40.787
69351.5,50889,89312.4,21764.3,17300,82447.8,485.417,182.818,40.892
80646.6,54035,97811.8,55660.8,37827,96433.4,2723.72,227.191,40.946
106157,65487,106236,39095.2,24863,103050,1353.94,231.521,41.287
78702.6,54382,94844.8,26610.5,20515,85008.2,487.078,210.908,41.416
67229.6,46102,95569.8,29051.9,22718,83807.7,363.203,140.426,41.489
68093.7,46889,95173.5,46859.3,34548,88889.9,570.69,236.872,41.505
54417.5,42540,83834.2,31598.6,25432,81426.7,4578.35,139.089,41.586
117652,71839,107329,44865.6,29755,98817.4,732.611,217.782,41.602
85202.8,49801,112123,74773.1,48148,101776,1023.23,5.23272,42.075
70746.9,48234,96124.5,28724.3,22391,84072.8,741.17,154.181,42.201
68181.1,49214,90793.6,27373.3,21402,83821,4087.07,-26.7687,42.228
72846.8,49731,95998.2,26253.2,19699,87341.1,541.87,9.50437,42.697
90399,57618,102822,34317.7,25466,88315.5,1246.32,-91.7719,42.747
63698.6,51421,81183.8,26378.8,22669,76261.1,630.581,82.6385,42.789
59209.3,42892,90467.7,23286.1,16673,91530,914.307,-70.5501,43.091
67637.7,43276,102429,32553.3,21969,97110.2,1038.53,211.402,43.108
77610.4,47810,106385,34135.9,22070,101365,22849.8,-83.6524,43.761
71693.1,50633,92794.8,38200.5,29764,84112,814.563,215.656,44.081
69157,48420,93603.3,25260.3,18940,87405.4,1904.22,86.7948,44.12
58750.3,46812,82249.4,36444.7,29953,79739.6,318.283,127.179,44.458
66195.2,50878,85266.2,20216.8,17066,77635.6,425.327,248.542,44.522
67041.1,51080,86014.2,32118.1,26588,79166.9,501.5,227.337,44.579
69366,45358,100224,64531.7,49546,85358.1,466.383,99.0793,44.664
82414.4,53123,101672,34544.6,23687,95576.4,15738.6,235.875,45.163
115018,65775,114600,64448.3,40107,105310,1300.57,115.984,45.299
135433,75536,117503,54384.7,32016,111324,1432.35,21.1058,45.647
74230.7,51151,95106.3,50153.2,39362,83502.9,1253.92,238.948,45.741
97489,58036,110088,51724.1,32892,103058,1947.97,212.932,45.816
57604.2,43803,86184.7,26198.6,21558,79643.5,627.978,190.229,45.927
112243,66862,110017,48386.5,30826,102870,2492.18,61.3161,46.267
97938.2,59629,107640,39246.5,25968,99047.2,24246.8,74.7257,46.64
77010.8,52875,95451.2,28640.8,21519,87225.5,348.968,180.707,46.649
64526.3,46806,90347.3,23654.3,18862,82186.8,341.149,84.7776,46.666
67289.6,39479,111702,56270,30931,119224,5876.27,-602.466,46.733
83120.4,57429,94854.2,54514.2,41881,85304.6,289.705,115.521,46.753
80528.8,59386,88868.4,34203.8,26174,85641.4,310.351,197.14,46.88
