"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-530_30 Blue E-A","Comp-582_15 YG D-A","Time"
96047.3,63873,98548,93770.8,63101,97389.3,33437,968.761,0.257
112789,76601,96496.9,58268.3,39588,96460.4,22672.3,867.709,0.275
88992.2,55733,104645,59047.6,42285,91515.7,32523.8,1413.49,0.333
68284.5,45609,98118.6,56515.7,39245,94376.6,23368.2,764.313,0.413
84823.6,58810,94524.7,54536,42119,84856.6,21912.7,672.189,0.501
68932.8,50230,89937.8,39688.7,32914,79025.4,17618.1,828.822,0.516
75734.8,41951,118313,85632.3,51947,108033,22751.1,738.914,0.583
92353.7,58299,103818,68612.7,46886,95905,25191.4,784.334,0.722
74336.4,53266,91460,67679.8,51589,85977,35602.7,724.819,0.902
80452.8,51328,102723,59159.9,42252,91761.4,26249.6,1278.75,0.951
62378.5,41895,97578.2,68905.2,51759,87246.1,19164.4,942.14,0.961
98485.4,68847,93749,108230,76082,93228.2,36188.2,639.451,1.018
130361,85965,99381.2,71155.5,49424,94351.9,24639.5,704.34,1.147
75873.1,53638,92703.3,43265,33458,84745.6,17955.6,871.729,1.194
75303.8,50095,98515.1,67027.7,43375,101273,16838.6,1162.77,1.301
85034.9,55650,100141,59475.8,41554,93801,32694.8,1243.88,1.402
99826,62037,105456,88714.1,54845,106007,42235.8,856.353,1.483
106118,66150,105133,78650.5,50286,102502,33433.9,647.582,1.508
84142.6,57533,95847.1,76987.6,54896,91909.4,16050.3,765.855,1.556
81864.9,61867,86719.9,36265.3,29307,81096.1,27612.1,768.804,1.592
97796,66106,96952.8,49761.7,35699,91352.1,38838.4,1681.79,1.594
89333.4,60958,96042.5,60398.5,44375,89200.6,30804.7,1219.62,1.605
120508,74475,106044,69692.2,43915,104004,32778.1,1798.25,1.69
103903,64624,105369,97663.8,64388,99405.1,28264.7,972.811,1.829
84707.3,56772,97783.7,66271.1,44984,96548.7,20439.9,707.796,1.843
87374.2,57955,98803.4,108843,77475,92069.9,38410.6,860.314,1.857
72684.9,44950,105973,79694.2,55742,93696.6,24991.5,697.427,2.002
81698.5,54939,97457,53031.4,37451,92800.4,35714.7,933.102,2.101
63462.3,46865,88745.6,51366.9,41821,80495,25296.9,712.247,2.118
114762,74795,100556,102863,66742,101005,53693.3,724.159,2.12
98885.1,64994,99709.8,155430,97746,104211,40513.8,940.736,2.182
91629.4,62410,96218.9,72064.2,51754,91254.8,27917.4,1141.37,2.279
86207.6,59236,95376.1,70125.9,52488,87558.5,21611,632.459,2.308
91477.4,55106,108791,74380,50854,95854.2,18776.9,711.615,2.366
