"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-530_30 Blue E-A","Comp-582_15 YG D-A","Time"
101481,63686,104429,66396.7,41758,104205,1751.27,154.115,0.216
56561.5,35970,103053,35504,25970,89595.4,2457.32,180.038,0.217
55191.2,37780,95738.8,30557.3,21948,91243,5635.89,177.179,0.257
108190,64906,109240,51317.8,33166,101404,3635.16,-176.199,0.264
84849.4,55951,99385,39418.1,27451,94106,2301.42,47.0187,0.278
62533.6,44091,92948.7,22637.9,17163,86441.8,3333.88,154.541,0.281
81174.1,54988,96745.2,49271,37717,85612,679.375,96.9453,0.283
85076.7,51920,107388,42499.1,28060,99259.4,2047.99,-278.385,0.301
97110.5,47900,132865,112244,46241,159079,3690.99,256.807,0.305
91982,51038,118111,63569.2,41066,101448,2547.07,81.4525,0.317
129744,71899,118262,45490.4,26495,112522,23070,133.103,0.317
101338,61592,107827,44984.9,29457,100083,4383.9,180.972,0.342
93453.4,64495,94961.8,53089.1,36898,94293.7,1394.96,244.768,0.363
63220.6,43222,95859.2,30296,23002,86317.6,2220.97,180.584,0.406
112508,60995,120884,62572.4,36547,112205,18833.8,66.0716,0.41
58006.2,41349,91936.9,23861.8,18129,86259.8,1354.96,124.991,0.425
72655.2,46110,103265,37675.6,25694,96096.6,1579.16,110.666,0.427
84617.6,57702,96105.9,31198.4,22170,92224.7,2735.63,154.05,0.44
69913.2,53069,86337.2,24219.8,19616,80917,650.611,189.697,0.442
97694.2,59601,107422,48889.6,32797,97692.8,15811.1,77.4004,0.471
102164,64728,103439,40282.3,27717,95246.3,23344.8,-202.405,0.507
89996.9,62384,94544.1,32637.5,22820,93730.7,4068.04,244.062,0.507
71557,42758,109677,58549.9,34954,109776,8807.42,-404.969,0.519
67735.8,50455,87982,22825.9,18435,81145.6,965.325,141.977,0.522
100676,59332,111204,50407.5,32888,100447,3247.38,-9.75352,0.533
98143.4,58916,109171,48392.8,31036,102187,24880.5,61.9641,0.551
72349,53385,88816.4,27275.8,21821,81918.7,347.594,76.2971,0.552
71612.5,49164,95460.1,32823.2,24977,86123.2,1246.29,-58.3819,0.565
76306.3,51803,96535.1,35347.3,26150,88585.8,797.324,251.168,0.573
80358.6,48314,109003,26286,19453,88556,750.325,162.661,0.6
83149.3,51003,106842,38217.7,25878,96786.2,9813.81,199.695,0.604
63612.8,46243,90152.6,25886.6,20279,83658.3,1043.56,196.561,0.604
68046.6,47239,94403,21552.2,15579,90663.3,1678.41,-26.0804,0.614
106375,54917,126944,83501.3,51801,105642,77619.3,-127.534,0.633
80994,48963,108409,39980.5,27331,95867.7,2325.38,-40.4329,0.65
61057.6,41812,95701.6,27395.9,20316,88374.7,2011.21,-15.5022,0.68
64246.6,45261,93026.3,29259.4,23024,83284.5,1073.66,145.679,0.69
84106.2,53803,102447,36873.7,26374,91626.5,1904.25,214.525,0.698
63083.8,47670,86726.7,66481.7,49662,87732,3030.45,155.091,0.711
65349.4,46107,92886.9,65637,46815,91884.8,2392.03,202.833,0.733
103010,66567,101415,50581.4,36395,91081.3,1472.2,243.703,0.747
68912.2,51345,87958.6,38914.2,31633,80620.9,645.822,97.4775,0.752
57947,34537,109958,47620.6,33124,94217.5,21031.2,29.8872,0.757
98645.7,61154,105714,50941.8,35558,93889.5,3233.32,184.227,0.758
60748.3,46086,86386.4,29964.5,24570,79924.8,860.632,245.863,0.796
63993.5,49123,85375.1,30136.1,24607,80261.6,356.835,145.727,0.826
56648.9,40615,91408.1,40129.4,33171,79283.8,1224.69,254.319,0.834
57872.5,41907,90503.5,23655.1,19335,80178.8,13569.6,197.858,0.839
74021.7,54327,89294.2,44915.5,33047,89072.6,294.62,41.3206,0.839
70418.6,47106,97969.5,33779.5,23574,93907.3,6403.22,88.619,0.86
62086.7,42818,95028.1,31526,24034,85965.3,1780.03,93.693,0.865
87034.4,61083,93379.3,51483.1,38511,87611.3,498.59,154.197,0.868
69006.5,48012,94193.3,29959.8,22721,86415.5,2573.3,222.431,0.873
65316.7,44197,96852.6,30470.7,22897,87213.5,18062.8,48.6323,0.878
78768.7,55346,93271.1,38501.6,28794,87630.7,743.722,48.7111,0.927
71902.1,52955,88984.5,23861,18731,83484.8,2180.25,251.607,0.946
69749,47382,96472.7,33823.9,25302,87609.1,21852.1,210.033,0.99
125110,64774,126581,79814.3,45742,114352,26841.2,136.565,1
73610.6,49055,98341.5,34015.8,27115,82215,1065.3,168.47,1.011
65816,44298,97370.5,32026,23946,87649.6,2213.12,150.374,1.024
105635,63682,108710,64753.3,42034,100958,1173.97,61.4028,1.052
71646.7,50743,92533.7,66247.7,50371,86192.7,855.012,155.764,1.063
58213.7,43644,87413.9,34380.8,28385,79379.4,692.235,145.704,1.093
78639.5,46031,111962,32639.9,20699,103343,23605.9,96.4979,1.099
79407.8,52395,99323.8,39009.4,28479,89768.5,606.298,86.8801,1.155
110311,59474,121555,83139.4,46450,117301,32751.3,69.9265,1.189
112965,74466,99418.1,43382.8,28342,100315,944.34,-22.3221,1.19
56411,46260,79916.8,27019.2,24716,71643.1,391.422,166.924,1.215
93984.6,62133,99132.1,57777.7,43033,87991.1,1124.34,178.536,1.254
96243.4,66427,94952.4,55360.5,41078,88322.3,655.15,195.527,1.283
58425.8,44889,85299.1,31186.7,24980,81819.6,823.964,181.736,1.303
72810.3,52627,90670.1,32089.2,25523,82396.2,556.323,153.663,1.316
85169.4,56294,99152,47977.8,33342,94303.7,4927.1,200.016,1.33
97550.6,56262,113630,48198.5,30942,102086,4629.37,158.166,1.337
69757.4,46105,99156.7,32831.8,24029,89544.4,1054.74,153.631,1.354
105750,66167,104742,47580,31863,97862.8,966.751,50.8164,1.362
68150,44865,99549.2,35453.3,26285,88395.3,903.06,233.141,1.368
64945,41791,101846,53235.8,37874,92117.5,3577.7,167.775,1.377
111893,60658,120892,69132.2,36642,123646,4069.08,136.472,1.401
80561.5,50690,104156,49494.9,34694,93494.5,2869.48,199.091,1.424
66697.6,45807,95424.2,42457,31403,88604.9,4682.68,179.362,1.454
89988.6,60043,98221.1,41010.1,28239,95174.6,6691.34,205.2,1.508
79485.4,53122,98060.2,32461.3,22966,92631.8,24469.7,242.721,1.514
78426.7,51000,100780,37050,26257,92474.7,2964.69,229.295,1.518
79016.4,49428,104767,58881.4,41292,93452.8,2629.89,140.277,1.527
70009.7,45214,101476,41442.2,30334,89535,22323.5,-60.8278,1.527
66845,47531,92166.3,30806.1,23670,85294,1259.71,128.707,1.573
65616.1,49454,86953.9,30345.9,24842,80055.9,606.518,238.99,1.579
87307.3,64538,88657.4,35174.1,27566,83623.7,1552.03,136.108,1.596
82061,54619,98463,45411.6,32015,92959.4,621.881,152.069,1.61
82941.8,51626,105290,51043.2,36650,91273.3,1346.32,30.6515,1.621
100157,62055,105776,55496.2,35371,102824,33980.1,184.326,1.63
74605.4,50989,95890.1,33764.6,25120,88089.2,2002.41,155.158,1.635
109973,61008,118135,66271.9,35208,123358,32834.3,216.201,1.637
107128,67231,104427,49446.5,31983,101320,1445.23,101.135,1.638
73397.8,50515,95223.1,31965.2,23771,88127.1,1151.06,138.254,1.641
64418.4,45776,92225.7,44937.4,32732,89973.6,1355.89,183.291,1.645
66826,47126,92932,29568.2,22650,85553.4,278.061,48.7417,1.655
73732.2,53647,90072.3,35805.9,28271,83002.9,1402.66,249.008,1.683
68367.3,49550,90424.2,23678.5,19482,79652.6,1253.61,219.338,1.686
57866.4,44135,85925.7,29870.1,23871,82006.1,1520.19,130.28,1.696
87941.9,59683,96566.2,63498.2,45623,91213.2,470.905,170.099,1.704
73004.8,51287,93287.7,29068.3,22303,85415.3,2071.23,83.0738,1.715
107495,59542,118317,61173.1,38278,104735,4155.2,-70.2332,1.743
62868.7,44039,93557.2,37227.1,28767,84809.4,1482.21,-40.9075,1.761
