"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-530_30 Blue E-A","Comp-582_15 YG D-A","Time"
80192.2,56430,93132.6,42563.8,33614,82985.1,13538.7,666.91,0.149
77263.1,59291,85401.1,35037.6,28358,80972.7,13599.4,316.576,0.177
65242.2,45968,93015,42798.6,33928,82670.6,17660.3,533.079,0.198
64941.2,46421,91682.4,51163.3,39801,84245.1,9295.41,703.229,0.241
98965.7,66114,98100.5,61762,45014,89919.4,15517,627.56,0.258
89439.8,61587,95174.8,57042.2,40919,91358.9,6563.11,507.838,0.282
66550.2,45938,94941.7,62210.5,46038,88557.8,6301.5,585.236,0.349
76237.9,55554,89936.4,54340.3,42350,84090.8,30385.8,509.982,0.37
79161.6,58937,88025.1,61691.8,46084,87731.8,6192.57,348.333,0.376
77180.3,54599,92640.6,59437.6,44003,88523.5,5641.28,276.819,0.425
86218.2,52636,107349,58997.6,40965,94384.7,4625.92,365.396,0.426
77209.2,55006,91989.6,41272.9,32282,83788.6,17917.3,680.932,0.482
71063.8,48211,96601.1,64700.2,50163,84528.3,16609.2,682.608,0.488
102332,66501,100848,51659.4,31885,106180,2749.33,297.149,0.501
56963.5,42679,87470.7,37445.5,29679,82685.6,21733.7,619.731,0.511
67309.4,43374,101701,67864.7,38835,114525,12277.2,611.873,0.543
76147.4,49262,101303,60432.1,41395,95675.2,17190.1,430.82,0.547
119218,67362,115986,109670,69362,103620,5511.43,550.308,0.556
93579.6,60621,101167,52025.2,37024,92089.6,4398.33,293.861,0.558
66892.2,45917,95473.2,67548.8,48848,90625.5,7185.82,335.547,0.572
107256,68651,102389,139840,91979,99637.4,21667.4,525.395,0.582
61179.2,43296,92605.4,41255,30964,87317.1,11352.7,394.633,0.623
61709.7,43399,93186.7,46727.5,34895,87758.4,11335.4,400.465,0.635
70560.7,49667,93105.4,45001.3,33667,87599.3,20047.4,524.442,0.64
86177.2,58133,97151.5,61221.4,45117,88928.9,2381.11,267.493,0.642
90165.6,64662,91384.4,83978.7,64310,85579.7,9281.52,471.09,0.654
146907,82095,117275,87298.4,47794,119705,67647,680.842,0.661
69037.6,46962,96342.8,46549.6,35626,85630.6,13537.6,517.98,0.672
70374.5,50652,91053.9,43949.9,33372,86308.9,3542.31,276.427,0.675
89085.7,55511,105174,105074,67395,102175,3035.26,407.37,0.709
64620.5,48274,87727.8,33901.9,26150,84963.5,15436,590.465,0.717
73954.8,52048,93119.9,58835.4,46136,83575.4,15850.6,376.318,0.719
80379.9,53743,98017.9,37033.6,27170,89327.8,4467.89,385.016,0.72
98604.7,60858,106184,65839.8,38099,113254,9251.85,569.142,0.721
70385.9,46526,99144.8,72569.6,53086,89589,15479.2,448.952,0.739
65938.4,48519,89064.8,34852,26819,85165.7,3361.54,397.809,0.766
81775.2,56302,95187.1,76144.4,52094,95792.2,2126.98,261.15,0.787
87605.2,62695,91575,50926.2,39727,84010.9,32417.4,298.378,0.787
78606.8,55722,92451.4,61690.2,46042,87809.6,6714.42,508.358,0.813
82256.3,54819,98337.3,77664.6,55863,91112.7,2394.5,262.193,0.846
77895.4,54271,94064.2,36841.7,28623,84353.9,16207.4,559.144,0.853
104138,60522,112766,141978,77635,119851,9692.59,374.073,0.869
79625.2,54227,96231,60510.1,44171,89778.1,25105.9,512.979,0.876
77277.6,53073,95424.5,59891.5,44653,87901.2,20367.1,656.391,0.905
