"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-530_30 Blue E-A","Comp-582_15 YG D-A","Time"
74418.4,54714,89137.8,44095.7,33338,86683.6,23690.8,19673.1,0.193
72792,45486,104878,60223.8,41502,95099.7,41857.1,20798.2,0.207
67808,51977,85496.7,28221.2,22852,80934,22832.6,16425.8,0.225
102874,69615,96845.9,61462.4,44799,89912.8,38492,29316.5,0.252
83422.9,62798,87060.2,41875.1,33082,82955.2,25117.5,21219,0.255
83235.2,57351,95114.3,38970.4,29515,86531,27693.1,20023.7,0.258
76541.1,48275,103909,63680.8,45075,92587.5,19370.7,15404.8,0.266
80548.6,53741,98227.3,54248.2,38384,92622.2,33821.6,24504.4,0.291
84211.8,59194,93234.2,40514.8,30506,87037.8,29341.7,14264.1,0.354
74486.8,53049,92020,38462.6,28516,88395.4,29151.2,18915.4,0.356
80457.4,53307,98914.9,105133,66603,103449,61280.1,35328.9,0.369
84994.6,61011,91298.4,27658.8,21035,86172.9,20873.4,16258,0.378
76144.4,55956,89180.8,30886.4,24508,82592.4,19721.9,14235,0.408
89977.2,57357,102808,62227.6,42032,97024.9,23234.4,15292.2,0.417
69948.9,48710,94111.5,37411.1,23250,105453,31388.8,20116.2,0.426
98289.3,61029,105548,60552.2,40925,96966.4,32910.5,18023.7,0.474
92250.3,61573,98187.8,58584.2,42349,90660.4,42762.5,24740.8,0.478
88068,60776,94965.6,36575,27301,87798.2,22075.7,16889.1,0.481
120439,89190,88497.3,62965.5,47094,87622.8,53828.3,39282.7,0.486
91584.6,62406,96178,48773.4,34022,93951.4,25955.8,13488.9,0.498
92621.2,59214,102510,62836.8,42862,96077.5,44623.2,22692.2,0.513
115899,69492,109301,116286,66936,113854,80760.1,44280.4,0.517
90041,59086,99870.1,57128.8,40734,91913.1,30030.3,22814,0.523
100211,60046,109373,42208.9,28830,95948.8,30677.5,21983.4,0.569
93029.3,58787,103709,83532.5,48759,112274,32026.7,18187.5,0.58
76782,54755,91900.1,38395.5,30291,83070.5,22778.7,15269.9,0.582
74786.3,55092,88963.8,38783.2,30520,83279.6,22523.5,14176.5,0.587
59599.2,41409,94324.7,33916.7,26153,84990.9,26901.3,13578.4,0.6
90810.1,58587,101581,52405.9,33990,101044,38566.2,31022.1,0.619
97207,63862,99755.1,44488.9,31478,92624.1,21982.8,13280.4,0.623
78723.8,52347,98558.6,38610.8,28523,88714.2,19923.5,13638.8,0.638
92264,65615,92152.9,53812.2,40731,86583.6,28829.2,16427.6,0.65
78458.6,57910,88790.6,35427.6,27798,83523.4,21613.1,15310.3,0.657
124100,74751,108802,75244.3,45119,109293,51786,38069.7,0.659
111677,70402,103958,72897.2,49314,96877,53876.1,37437.8,0.664
68165.2,49971,89397.3,26942,21259,83055.2,18549.9,13546.1,0.668
94653.4,59440,104361,54008.8,38408,92155.7,41711.8,19325.8,0.679
109407,70643,101497,67521.5,46607,94944.7,27108.4,20657.1,0.683
132851,81812,106421,79468.7,52712,98802.2,28956.8,16923.1,0.689
88718.6,59690,97407.6,38895.5,27438,92902.3,21983.3,15228.1,0.699
105214,68102,101249,43114.5,28830,98007.4,30965.6,15330.9,0.705
86010,58574,96232.9,41324.4,29767,90981.1,46287.1,20942.6,0.719
133319,75783,115292,83166.7,49127,110945,51074.9,28610.3,0.726
75801.6,49884,99585.8,78659.9,49009,105186,47249.8,33834.2,0.731
174433,103686,110252,78153.7,48786,104987,47149.1,36931,0.742
86684.8,64871,87573.5,28207.1,21567,85713.5,20465.7,13441.6,0.749
91998,62531,96419.1,46248.5,33055,91694,30159.2,21129.6,0.761
77914.4,47910,106579,53501,32062,109358,28085.2,15520.8,0.763
82244.2,53496,100754,93701.4,40757,150669,31414.9,23422.9,0.774
115795,66401,114287,58684.1,37577,102348,47459.6,19163.3,0.787
99581.3,67788,96273.1,48571.4,35285,90213.2,25583.8,18936.8,0.808
81583,60211,88798.1,39795.6,30875,84471.1,19975,13509.4,0.843
116560,76239,100196,54981.4,39090,92178.6,54621.4,33420.9,0.846
