"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-530_30 Blue E-A","Comp-582_15 YG D-A","Time"
80161.8,51854,101313,49408.3,36931,87677.7,1841.59,31.6789,0.256
83793,58301,94191.5,46438.1,31936,95295.8,2862.61,31.6118,0.284
108653,63031,112971,119354,78295,99904,35309.8,129.118,0.285
96862,56884,111595,64644.1,41736,101507,38007.8,97.6709,0.288
100711,66821,98774.7,62274.4,42989,94936.3,4174.97,15.0955,0.306
96831.6,53782,117994,83580.1,54242,100983,23679.8,39.253,0.32
96108.8,56977,110546,69696.1,47465,96231,28083.4,51.1535,0.323
68978.4,43949,102859,47921.6,33056,95008.2,17235.7,161.577,0.324
78640.2,48479,106309,53043.9,36671,94796.6,32870.1,59.8487,0.342
101914,55973,119327,80674.6,50121,105487,26879.3,203.343,0.349
67995.7,48507,91866.4,46910,36246,84817.4,17807.2,40.6991,0.351
71388.3,45554,102702,50756.9,35310,94205.8,21997.7,24.5236,0.353
84040,50895,108216,98574.8,69826,92518.5,29347.9,79.6903,0.354
87334.6,52352,109328,86427.9,57820,97961.6,32635.4,153.144,0.358
69446.5,48071,94677.6,56227.1,41635,88504.8,3430.91,77.1544,0.368
82306.5,47439,113705,78195.8,50274,101934,23645.7,63.1053,0.381
75086.5,49122,100176,62722.9,47414,86696.1,7249.39,29.2033,0.383
105547,66539,103956,86440.4,60431,93742.6,30023.4,112.506,0.399
62594.4,44533,92115.6,50217.2,37017,88906,1701.45,85.7481,0.403
83003.4,53959,100812,86470,55683,101771,28728.5,52.1711,0.415
102267,68116,98393.6,70232.8,49884,92269.5,10907.4,164.643,0.43
88297.6,52422,110386,70845.1,45914,101122,20919.6,31.4845,0.437
78784.6,51472,100311,65788.3,47792,90213.9,6523.66,75.361,0.439
66657.3,52437,83308.6,28425.5,23629,78839.4,15542.3,97.0281,0.453
62931.8,43882,93986.1,44263.4,34471,84153.3,27229.5,205.44,0.459
83445.7,52967,103247,59586.5,38479,101486,2476.75,22.0971,0.464
70357.8,43669,105589,58330.7,41209,92765.3,26218.7,106.396,0.479
84841.8,52189,106540,82942.1,51200,106166,41605.4,184.354,0.48
75319.8,45979,107357,69962.9,47115,97316.9,21915.7,64.279,0.482
66111.6,46510,93156.1,30045.6,23159,85023.9,1975.56,7.2901,0.484
67302.6,44810,98432.1,56372.9,40410,91424.3,23065.5,121.973,0.489
100186,56794,115607,71086.9,46542,100098,33243.8,87.9142,0.499
86241.8,55292,102220,56490.7,39217,94402.3,3715.9,33.1457,0.505
141985,98199,94758.2,71824.7,50883,92508.4,33451.6,140.9,0.506
82561.1,56937,95030,43839.9,32532,88315.9,2198.39,50.2054,0.508
101481,65634,101329,66253.2,44478,97620.6,13044,30.4123,0.522
73702.5,53119,90931.1,40443,32795,80819.4,25201.4,112.823,0.537
78175.1,49761,102958,46272.7,33037,91791.9,6084.12,27.16,0.542
78007.2,57147,89458.4,42106,33110,83342.1,1542.62,41.2386,0.548
87158.3,55070,103723,82556.8,59822,90442.3,3120.32,83.5348,0.559
79599.4,57374,90923.1,46952.9,35607,86418.5,7655.06,58.8567,0.572
92584.7,60249,100709,104279,69748,97981.7,17346.6,91.0794,0.574
73521.6,49170,97993,53197.6,36678,95053,28179.2,124.817,0.584
71265.2,51072,91448.1,41950.7,31420,87501.1,22929.7,126.222,0.585
87210,50710,112707,66378,45798,94985.6,15248.8,136.267,0.598
69945.1,43514,105344,60181.7,40762,96758.4,26472.2,235.699,0.61
94499.9,59180,104649,54907.3,35985,99997.4,28892.1,220.17,0.618
76054,47377,105204,52638.3,37453,92107.5,23052.2,28.1643,0.627
75838.9,49900,99602.8,43070,30657,92071.6,2019.85,46.5072,0.632
87039,62483,91291.8,48137.7,35791,88143.7,2734.02,59.7102,0.636
62550.3,41137,99649.8,57838.6,40505,93581.2,27399.7,135.998,0.659
70810,51494,90119.3,41511.6,30778,88391.2,3357.88,65.4992,0.663
93885.1,50302,122318,130648,71354,119996,37369.6,202.123,0.666
96802.7,61482,103186,87062,54538,104619,13991.4,170.8,0.676
93109.9,61700,98898.7,94156.9,62376,98927,41512.1,106.451,0.677
81088.2,52756,100732,64910.8,45868,92744.3,7333.73,57.2878,0.685
76839.8,55782,90276,47574.5,37334,83512.2,16532.2,126.113,0.703
78213.1,55255,92765.8,39829.1,29843,87465.8,19179,82.479,0.748
74197.3,50565,96165.2,58227,40889,93325,4090.79,77.111,0.751
81882.4,55322,97000.2,49011.3,36062,89068.9,6171.57,55.7742,0.758
71842.8,47302,99536.8,72062.6,48470,97435.5,34853,150.348,0.787
62779.8,45159,91107.8,55183.4,41907,86298.3,2242.4,68.7525,0.797
60590.2,44474,89284.6,47635.4,37642,82934.8,3649.8,89.33,0.797
83713.2,55976,98010.4,40304.9,29909,88315.4,2104.57,59.2216,0.802
70779.6,49125,94424.6,39702,31869,81643.9,1677.05,30.0997,0.82
79475.5,53581,97208.1,58351,42576,89818,2174.05,24.2371,0.832
94229.4,58950,104757,63744.7,44854,93137.1,36314.4,133.292,0.834
59498.9,42048,92734.9,62055.2,46328,87783.9,20578.2,52.7069,0.844
78232.1,50691,101143,44623.8,31267,93532,23631.5,72.6462,0.858
54762.6,42840,83775,41102.1,33249,81015,2142.53,37.4891,0.859
78647.1,50991,101081,57196.6,40991,91445.4,2005.19,7.81816,0.882
72625.6,51590,92258,35199.1,27218,84752.9,4975.18,50.5529,0.894
105873,57438,120799,110382,65822,109903,26136.9,36.9715,0.896
65142.6,44699,95509.7,59718.4,42955,91111.7,18510.7,77.2229,0.911
76371.6,48913,102326,60765.9,43357,91850.3,21812,60.0458,0.915
106360,74391,93700.1,60453.1,44243,89547.6,30688.8,78.0122,0.921
109625,57543,124852,124631,46567,175399,50408.5,247.906,0.922
67431.8,41022,107728,67420.1,49267,89683.6,35863.7,222.892,0.925
97691.9,62340,102700,100195,68296,96145.8,13853.7,25.5891,0.928
61593.4,40622,99369.5,52693.7,35950,96059.3,5612.14,127.361,0.937
77995.8,49247,103794,49187.6,33471,96309,30681.3,62.6426,0.955
114033,77390,96566.7,110865,76627,94818.6,39465.6,228.485,0.957
90974.3,49527,120381,58088.9,37667,101068,6475.04,21.3043,0.972
69405.5,47891,94977.3,30516.7,23415,85412.9,1371.1,5.73985,1
91168.1,61635,96938.3,78830.7,56215,91901.6,24536.2,40.7867,1.001
64448,48223,87586.1,53957.3,45887,77062,11085.4,62.3411,1.006
105062,52597,130907,160369,93529,112371,5702.89,83.895,1.007
89366.1,59287,98785.5,92993.9,64251,94853.8,2819.3,48.5746,1.02
106458,62794,111106,121229,81018,98063.1,47642.2,169.117,1.051
82421.2,53818,100367,42863.3,30346,92568.8,11827.2,93.5623,1.052
67153.6,48555,90639,59900.9,46955,83604.8,13269.2,104.598,1.069
70754.5,51478,90076.6,47505.9,39438,78942.8,785.651,24.3283,1.078
82300.4,53964,99948.8,74332.4,55905,87138,41904.6,167.905,1.079
78898.6,58954,87707.4,57330,45075,83353.9,19761.5,216.531,1.081
66490.9,47886,90998.3,37565.6,27998,87931.2,32196.2,154.763,1.089
57854.2,40063,94639.3,51984.7,37163,91673.6,8657.34,91.6508,1.1
71829.9,49370,95350.3,50349.8,37354,88336.5,1320.83,20.0532,1.103
83581.8,44600,122816,77461,48421,104841,29453,183.563,1.117
68400.8,47338,94695.9,37270.7,28942,84395.5,1267,20.5867,1.12
105346,71279,96858.1,70714.8,50847,91143.3,10899.3,47.5133,1.123
63407.6,45341,91649.4,40860.3,30528,87716.9,3406.39,26.806,1.125
86646.8,57351,99012.9,64947.5,47911,88839.7,39124.3,182.928,1.125
89413.2,56767,103225,60358.7,42635,92779.9,2327.34,71.927,1.128
107534,67055,105098,79275.3,55394,93789.7,2473.54,25.8074,1.131
91363.4,57053,104948,46015.3,31216,96606.2,34681.9,65.0296,1.134
86764.6,59122,96177.5,89621.2,60126,97685.1,49608.3,212.448,1.135
70094,44275,103753,62148.1,45667,89187.7,12455.5,14.551,1.14
142242,89794,103815,159808,108066,96914.6,34875.2,233.557,1.154
91189.4,59913,99747.7,79446.9,53081,98088.4,14904.2,67.92,1.174
101715,55445,120228,85424,50377,111129,44719.8,158.71,1.174
101059,59229,111821,70199.2,46320,99321.6,10865.7,18.3656,1.185
91797.4,66451,90533.4,58463.3,43831,87414.2,16001.8,125.618,1.19
72665.1,47571,100107,66379.6,48259,90143.8,28800.4,108.346,1.193
72542,46084,103162,47612,33644,92744.6,27819.9,46.4008,1.203
64513.4,44895,94174.1,41970.2,31839,86389.7,30516.5,7.00349,1.208
83088.5,52126,104464,51623.5,34734,97403.1,26586.7,46.4819,1.212
68421.3,49211,91119,33040,26326,82249.9,10456.7,62.9125,1.215
86982.8,55880,102013,74977.5,52741,93167.1,5246.82,74.385,1.221
69664.6,44152,103405,52861.4,39057,88699.2,2629.55,25.2671,1.227
99535.7,61736,105662,65495,44517,96419,2530.64,51.2436,1.24
68702.5,45774,98363.4,48416.9,36954,85864.9,15511,196.67,1.24
74002,53450,90735.1,47577.7,34782,89645.5,25409.5,185.949,1.243
79638.1,52380,99640.4,64355.5,45905,91876.7,23991.7,206.182,1.249
110684,64106,113153,117542,75790,101639,60944.7,123.193,1.249
62264.5,41066,99366.1,67415.4,51235,86232.8,20340.1,62.2626,1.249
71544.9,50573,92712.8,48119.8,35568,88663.3,13428.2,107.767,1.253
105502,66118,104574,85279.7,58466,95592.2,33071.4,88.9855,1.255
77962.3,55910,91385.1,26700.2,20978,83412.3,718.802,14.7927,1.295
89354,64377,90962.6,49376.3,35428,91338.2,2978.96,58.6341,1.296
80540.2,55532,95049.4,40806.5,30268,88353.8,27701.6,164.599,1.305
75013.5,52824,93065.4,47179.9,33797,91486.8,2050.8,24.7752,1.312
89740.8,57976,101443,34554,23573,96064.6,14180.2,39.8776,1.315
76174,52897,94374.8,27924.8,21553,84910.6,2560.84,60.2516,1.317
76548,50798,98756.8,64837.5,46398,91581.3,29414.2,240.806,1.318
91833.1,64174,93782.1,86512.1,60014,94472.3,2378.12,36.4136,1.323
76826.1,57803,87104.1,44887.4,35270,83406.4,8644.2,54.5516,1.324
93729.3,56367,108976,77710.6,52491,97023.2,3173.87,30.0013,1.347
80889.8,58714,90288.5,50138.4,37543,87522.8,5556.94,55.2846,1.35
86070,60767,92824.8,49420.8,37083,87340.3,5018.03,52.6701,1.359
108859,60531,117860,87142.4,57003,100187,33838.6,37.5251,1.364
70204.2,47151,97578.1,61046.7,44363,90182.3,10942.6,32.6705,1.366
91102,55191,108178,43231.5,30679,92350.5,5354.85,154.938,1.374
78742.8,52259,98748.4,62949.1,41207,100115,1270.19,17.9365,1.397
87482.1,46286,123865,100104,59831,109649,34376.5,180.06,1.399
61831.3,43999,92097,58829.9,43919,87786.1,2453.23,26.8687,1.412
61681.6,41535,97324.3,53667.1,38658,90980.6,3146.11,16.7531,1.425
105828,71105,97539.9,72638.3,49721,95742.7,7415.88,47.2124,1.433
70824.4,48150,96397.7,57796.4,42750,88602.3,1890.55,39.0957,1.437
58919,42869,90072.4,45101.9,34765,85022.3,1369.16,21.64,1.462
76960.6,51061,98777.8,50180.5,34073,96517.2,18607,91.5266,1.477
112288,75658,97265.8,81286.1,54551,97654.8,9276.33,73.0601,1.479
115944,60378,125849,85813.3,46307,121447,22987.7,18.0985,1.488
102386,70071,95760,44938.9,32915,89476.5,1221.12,14.7597,1.488
73125.7,49883,96072.1,46533.2,36054,84584.3,21806.8,49.4462,1.491
80339.6,55993,94032,36276.2,26521,89642.2,8816.84,140.4,1.51
74996,49774,98745.1,80230,53011,99186.1,26563.4,106.903,1.528
67044.9,50454,87086.4,35538.4,28790,80897.6,11863.6,138.61,1.531
85494.7,62547,89580.3,72872.3,56467,84576.1,3476.44,33.1614,1.541
68838.5,45423,99319.8,41830.6,30603,89579.8,13992.9,140.06,1.542
70060.6,43970,104423,58292.5,38358,99594.8,3157.39,34.2424,1.57
58829.3,42566,90575.5,50424.7,39206,84288.9,1760.63,25.3242,1.572
70215.6,49242,93449.7,41259.7,31751,85162.5,18874.7,245.209,1.575
75390.5,47088,104927,76130.3,54584,91405.5,17979.6,73.5478,1.579
96139.2,63513,99201.5,52453.4,38804,88588.5,4127.11,91.4186,1.58
64205.6,45525,92427.8,61708.1,45849,88204.9,21992.6,239.174,1.591
74215.5,51366,94688.9,63733,49370,84602.1,22451.4,68.4838,1.608
90098.8,50482,116967,90928.5,54810,108723,35279.1,44.3203,1.616
78666.1,50357,102378,100614,68253,96608.5,58778.3,233.575,1.621
86095.1,54804,102955,57586.6,41688,90529.6,3676.85,35.2682,1.644
99044.7,54606,118870,92559.5,58794,103173,4062.92,3.97286,1.673
87969.2,58588,98401.6,49757,36245,89967.5,20215.7,141.241,1.68
91987.4,65462,92091.3,57092.9,42938,87140.5,31352.6,109.769,1.691
87928.2,55147,104493,72586,49339,96414.5,3677.5,40.5682,1.692
61703.6,41293,97929.7,60292.4,44880,88042,13105.1,49.4883,1.703
86279.8,59509,95018.1,40711.3,29817,89481.1,11930.4,19.8856,1.733
