"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-530_30 Blue E-A","Comp-582_15 YG D-A","Time"
83331.7,57473,95022.5,47049.6,35901,85887.4,22946.6,330.271,0.271
83431.3,56419,96913.3,47739.1,34891,89668.7,21737.5,272.051,0.291
93161.6,60619,100718,67864.7,46479,95690.1,29483.5,276.841,0.312
83860.7,58070,94642.6,69246.8,51474,88164.1,31257.7,258.705,0.364
102430,54239,123764,116461,55787,136813,31114.3,284.684,0.397
68105.9,45922,97195,73543.9,53870,89470.4,19352.6,320.967,0.715
80202,57151,91969,44010.7,33426,86288.7,28134.8,378.69,0.77
63919.8,42287,99062.3,61007.7,43407,92109.6,21955.2,330.336,0.788
76772.2,53290,94414.3,35019.7,27018,84945.2,20392.9,361.709,0.794
92604.5,54997,110350,87184.5,58749,97256.5,11965.9,261.033,0.854
98553.8,52226,123671,91193.7,49602,120488,34753.5,265.895,0.95
83646.4,55713,98394.4,61188.7,44937,89237.4,17337.7,294.6,1.215
98429.9,54686,117959,86547.2,47575,119221,10585.8,273.314,1.301
96498,63865,99022.8,64008.4,44820,93593.3,28095.7,284.353,1.346
89879.9,49922,117991,70193,47766,96306.3,40874.4,286.692,1.357
106184,69222,100530,89858.3,61038,96480.2,28311.2,375.498,1.394
101581,66539,100050,81266.6,49903,106725,39140.3,261.896,1.526
98407.1,57527,112107,52746.7,31831,108599,23166.3,277.787,1.584
69888.8,44611,102671,53144.5,41083,84776.7,15437.3,310.625,1.614
90160.3,55030,107373,64328.9,43206,97575.8,40641,358.788,1.617
101161,60527,109532,80661.4,52971,99794.7,38958.1,347.238,1.684
68340.7,47266,94756.9,39204.4,31318,82039,11725.6,294.439,1.704
135275,77293,114699,132076,89264,96967.7,61285.3,261.5,1.721
75097.9,50534,97392.2,87303.1,56294,101636,16216.6,369.934,1.733
102337,67794,98928.5,80464,60254,87517.7,22981.1,293.699,1.864
89857.8,58874,100026,60424.3,44387,89214.5,22305.5,297.453,1.873
87956.3,59199,97371.7,98416.5,71323,90431.2,20827,344.721,1.943
85364.7,46987,119064,77103,50470,100119,18321.3,358.665,1.989
87037.5,49611,114976,81412.5,52694,101253,43880.7,279.605,2.011
105882,59323,116972,116215,70294,108349,24901.6,285.623,2.148
92740.5,56286,107981,74259.9,48298,100764,29812.9,266.75,2.174
107269,71999,97639.7,63171.4,44658,92704.6,27617.7,344.274,2.204
73207,50886,94283.2,44716.6,33634,87130.5,21491.7,276.307,2.239
113128,63018,117648,83827.4,48862,112433,41359,374.641,2.28
81864.2,54170,99041,57699.7,40250,93948,12782.5,262.039,2.292
75179.2,48939,100675,62516.2,44635,91790.4,14744.8,269.86,2.337
115783,72723,104340,82304,55307,97526.1,45215.3,309.727,2.412
102627,51544,130486,109675,59889,120016,33040,355.048,2.431
111118,59196,123019,101926,59205,112826,47651.6,327.587,2.487
75924,54430,91415.7,48442.7,34919,90917.2,17191.9,295.14,2.539
86557.2,60527,93720.3,46708.7,35131,87134,32308.7,341.316,2.589
82478.2,52030,103888,52312.3,38787,88388.8,17331.9,343.36,2.613
108813,63122,112974,94750.5,59334,104654,32737.4,353.477,2.623
78679.8,55648,92660.2,96849.5,73432,86435.4,22765.1,256.613,2.634
92674.4,58989,102960,84639.4,55536,99879.8,26366.8,333.756,2.757
95796.5,56515,111088,103568,66839,101549,17685,319.487,2.853
72928.8,55986,85368.9,25487.3,20454,81663,10309.5,344.882,2.908
69818.2,52503,87149.4,45857.8,35775,84006.5,16374.9,277.173,2.977
126032,67091,123110,104674,48583,141200,22207.2,265.66,2.982
70187.5,53590,85833.3,27273.5,22046,81075.7,21351.6,327.196,3.051
122371,74747,107291,111001,73979,98332.8,49824.6,332.744,3.095
78057.3,54625,93648.8,48014.5,34765,90512.7,42452.3,256.909,3.169
89340.3,59684,98100.1,69920.8,52156,87858.1,22328.7,272.012,3.24
95969.8,60505,103950,77223.1,53396,94780.4,11167.8,334.226,3.252
84148.7,55147,100001,68438,45734,98070.4,25108.1,325.889,3.267
126912,72594,114573,131055,78606,109264,39186.8,340.333,3.328
61249.9,44471,90262.7,39749.6,30135,86445.3,10171.8,297.191,3.347
86852,57032,99802.5,66015.3,49057,88190.9,30916.1,352.537,3.397
65081.8,46312,92097.2,64915.5,47304,89935.4,24383,279.827,3.441
91523.8,60605,98970.4,51466,36288,92947.3,15062.4,329.2,3.443
85398.9,63628,87959.8,51895,40785,83388.2,14842.5,357.834,3.652
120449,74066,106577,98614.6,60710,106454,29506.1,342.03,3.671
100566,68058,96839.6,122586,87214,92116.2,43277.1,308.794,3.706
