"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-530_30 Blue E-A","Comp-582_15 YG D-A","Time"
83362.9,54098,100988,49372.4,35350,91532.5,27139.7,5947.46,0.202
67488,49329,89661.1,34284.9,23981,93694.8,26560.2,5304.61,0.208
81021.3,47566,111630,75901.8,51271,97019.8,39395.9,3752.99,0.21
82594.5,61211,88430.4,40019.5,29707,88286.1,28667.2,3293.12,0.213
90408.1,59912,98894.8,50526.1,36469,90797,24117.6,5674.18,0.215
62708.4,46297,88767.2,30480.1,23348,85555.1,17570,3138.56,0.218
66934,48753,89975.7,32316.2,25665,82519.9,21277,4186.66,0.221
92409.2,63046,96058.9,63438.2,48850,85107.1,8522.27,2289.57,0.226
103779,67519,100731,64181.5,45407,92633.3,15920.1,5403.89,0.228
82507.9,56036,96495.8,43875.8,30812,93322.2,10591.9,2342.96,0.229
72545.8,57582,82566.8,34922.2,28478,80365.9,15144,3630.56,0.232
87162.9,58364,97873.8,38262.9,26172,95812.2,38337.2,1796.83,0.235
79652.6,55783,93578.9,38681.8,30231,83855.9,24908,1922.79,0.243
83788.5,52231,105132,59664.5,40579,96359.6,28705.9,4208.96,0.243
71854.2,48710,96674.9,54124.2,40550,87474.3,23942.5,3883.86,0.245
96684.2,56707,111737,80814.2,52523,100837,23560.5,2683.96,0.264
66541,48971,89049.3,30592.4,24795,80859.1,5791.17,1883.77,0.265
74074.9,47362,102499,46325,28402,106892,34042.6,4631.02,0.269
58732.8,37346,103066,54643.7,37378,95808.5,14297.7,2986.67,0.275
91482.7,64189,93402.5,52430.8,39680,86595.4,20192.4,4555.61,0.276
59362.1,46228,84155.8,29181.4,22812,83834.4,22036,2472.06,0.278
76893,47467,106163,79769.8,58726,89020.1,33306.2,3217.56,0.283
89691.4,63308,92847.9,54373.8,41080,86743.9,19477.2,4941.5,0.286
83209.4,60298,90437.6,44176.1,32910,87970.9,30882.4,4229.49,0.29
100490,69030,95403.9,49791.3,35722,91347.7,9751.24,4204.91,0.298
82071.6,53850,99882,54027.5,39118,90514.5,30356.7,2101.04,0.3
103580,66358,102297,55914.3,37382,98025.8,47550.1,3526.67,0.305
94373.8,60716,101866,67318.7,46689,94493.3,20129.5,4319.24,0.311
90829.1,52683,112989,60372.8,37222,106297,28024.2,2663,0.314
97020.1,63746,99744.4,53948.7,39298,89968.5,24290.1,2798.92,0.316
82365.8,57045,94625.7,38276.2,27149,92396.3,78849.9,4912.69,0.325
77993.5,56445,90555.1,31736.6,24816,83812.6,20360.2,2618.98,0.325
63042,38949,106075,59311.2,40617,95699.3,15731.4,4210.88,0.327
97384.1,57431,111128,60531.9,38163,103949,24284.8,1954.1,0.333
116575,61629,123965,58400.9,33616,113855,24757.8,3584.88,0.334
84789.4,54617,101740,57440.8,40964,91896.2,32661.2,2342.57,0.336
64736,46608,91026,30772.6,24780,81384.6,9249.15,2260.9,0.337
85610.2,55470,101146,40074.8,29758,88256.8,14109.2,3166.88,0.341
86116.4,58733,96091.2,38036.7,28304,88071.4,18638.5,5206.02,0.345
62203.7,44266,92092.9,45169,33822,87522.8,26591.2,4763.48,0.347
115661,66717,113613,54331.7,34976,101804,38892.6,2376.08,0.348
60352.4,42901,92194.9,31681.3,24045,86349.1,16537.3,4203.4,0.349
73936.6,53589,90419.9,39827.6,30253,86277.1,15482.2,4771.63,0.351
83421.4,56851,96165.5,40669.2,28571,93286.8,23742,2533.43,0.352
77962.3,55543,91988.9,45877.3,32299,93086.8,12131.9,4553.49,0.354
75420.9,55070,89754.5,43528.7,34391,82948.9,15505.8,4572.88,0.356
70268.8,46868,98257.6,56912.7,37692,98955.5,33200.2,5243.23,0.374
88988.4,61599,94676,38216.9,28098,89137.4,18357.3,2416.12,0.382
99626.9,67266,97064.6,85536.4,64442,86988.5,40795.8,5501.9,0.385
70910.3,44549,104316,52274.8,37613,91082.4,22252.2,4113.46,0.392
130856,72858,117705,83750.2,48862,112330,32993.2,6063.68,0.392
83894.9,51762,106220,39024.2,26194,97636.4,20151,2203.47,0.398
132606,78470,110749,159765,68278,153349,18288.9,4051.71,0.403
85329,59406,94133.9,39049.1,29242,87515.4,21363.8,5690.79,0.404
112174,63339,116065,73529,33163,145306,33308.2,4195.94,0.405
101885,57733,115655,55246.6,34073,106261,44315.6,2745.14,0.413
65239.9,49846,85775.5,35107,29470,78071.7,21452.7,2465.74,0.414
82155.2,54251,99244.7,37301.2,25855,94549.2,21241.8,2674.57,0.414
78129.5,57819,88557.3,38362,29446,85379.6,16251.5,3540.39,0.417
88309,52211,110847,81842.3,50375,106474,8917.83,2285.3,0.417
96000.2,63655,98837,54938.5,38607,93259,32876.7,4494.89,0.419
71458.2,53447,87621.1,29818.6,23407,83487.6,17889.8,2074.3,0.423
78961,49738,104041,68767.1,46663,96580.2,29082.9,1975.52,0.426
107981,62131,113899,137679,88823,101584,30024,4213.12,0.426
135787,73118,121706,72209.3,38679,122348,49885.8,3025.67,0.427
62134.6,32726,124429,29271.1,14978,128075,9286.8,3058.02,0.43
87723,51816,110951,51543.2,32901,102670,20800.1,2295.12,0.432
89208,59602,98089.6,65127.7,48498,88007.9,22710.5,5384.9,0.435
80090.3,52652,99688.5,46254,34257,88487.1,22027.4,5635.63,0.437
96155.2,61020,103272,46421.7,32897,92479.3,31780.2,5195.62,0.438
139690,88530,103408,70772.5,47690,97256.2,19206.9,2990.06,0.439
68971.5,47714,94733.6,28824.9,20950,90170.3,16105.2,3135.48,0.447
71981.1,53428,88293.7,37363.6,28472,86002.3,17871.8,4751.86,0.451
76991,50171,100570,38778.5,27423,92673.5,19363.7,3021.32,0.459
70464.9,48146,95916.4,34976,27654,82888,8405.67,2885.83,0.459
95947.7,70688,88954.7,41443,31100,87331.4,6615.21,2578.01,0.464
68400.8,40735,110046,83579.3,59387,92233.2,43157.8,4657.98,0.465
73045.9,53455,89554.5,44626.9,34146,85651.9,21096,5347.37,0.467
82883.3,50176,108256,35277.8,20176,114590,16682.8,2153.88,0.474
113770,71079,104898,75005.6,47547,103383,49702.2,5328.53,0.474
80304.6,55177,95381.1,34106.3,25261,88483.8,9683.89,4764.06,0.474
