"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-530_30 Blue E-A","Comp-582_15 YG D-A","Time"
132294,74286,116711,62402.3,35098,116519,28500.2,19870.5,0.216
77374.8,54399,93215.6,35271.6,27547,83913.3,24055.7,16198.4,0.219
70078.8,49363,93039,40795.6,30931,86436.8,20144.5,25332.7,0.226
111375,76984,94812.8,77238.7,53557,94514.6,86866.6,47801.9,0.24
78840.9,59842,86342.6,31103.3,23890,85323.8,21272.6,13814.1,0.246
123958,83478,97315.2,43508.4,29170,97750,36947.1,25693,0.254
116150,68026,111899,117133,73171,104911,40056.7,16226.5,0.258
92276.2,58158,103982,67866.2,33911,131157,35334,23632,0.262
107033,69967,100255,55415.9,38674,93906.4,25807.5,16715.6,0.263
60977.1,45439,87946.3,36631.9,29106,82481.6,21321.8,11877,0.269
81554.8,56327,94888.4,36774.7,26371,91390.7,17659.5,12080.2,0.272
110838,61471,118167,53245.1,32379,107770,43677,12923.3,0.284
82340.7,57405,94003.6,34154.6,25744,86946.8,18351.8,12900.6,0.289
73948,46531,104151,42945.2,28547,98590.4,18120.3,12086.5,0.295
131839,83324,103694,82637.1,50369,107521,61882.5,20583.8,0.295
94107.8,66732,92421.1,54068.8,39061,90715.9,45660.2,29122.1,0.295
81159.6,55659,95561.9,31851.3,21179,98560.2,24262.4,12488.9,0.307
98341.7,66881,96364,50015.9,36109,90776.4,23436.8,15631.3,0.315
67187,47287,93115.9,59653.6,46183,84651.5,15329.3,12512.8,0.322
88989.9,64614,90259.8,42910.1,31370,89644.8,25117.3,17712,0.33
69495.9,49038,92876.6,34192.9,25194,88944.3,25477.6,14394.7,0.348
91401.4,60990,98214.2,49933.3,36199,90401,22028.3,11850.4,0.353
69797.6,48784,93765.5,49158.7,37688,85482.5,23048.6,12753.5,0.362
83988.4,55358,99430.3,45361.7,34515,86131.3,18110.7,16159.6,0.366
83250.4,60258,90542.3,37036,28146,86235.6,18637.4,14118.5,0.373
81853.5,56382,95143,31460.5,23783,86692,18095.7,11553.3,0.375
88962.6,64334,90624.7,51822.4,40515,83826.6,20924.2,14801.5,0.38
120037,77937,100937,75732.5,46745,106176,64898.6,51190,0.392
118372,82380,94168.4,83680.7,57477,95413.8,48259.3,36823.9,0.397
109146,73882,96816.3,70608.7,47614,97186,22156.5,16418.5,0.397
75689.2,54860,90418.6,32550.2,25393,84007.7,23563.3,14692.7,0.399
89662.5,61435,95647.8,73631.2,49551,97384.4,36661.8,21397.4,0.403
177852,108274,107650,81479.6,50542,105652,37021.6,15553.1,0.405
114057,77322,96671.6,73033,48298,99099.1,36320,24306.6,0.416
140541,80715,114112,124833,75062,108990,28894.3,12963.5,0.417
136122,75823,117654,79073.3,49035,105683,45438.8,16157.8,0.42
64400.1,43328,97408.8,43389.8,31688,89737.3,20544.9,12359.8,0.423
126388,82799,100037,84959.9,55394,100515,33820.8,12510,0.425
96486.6,64879,97463.6,55777.8,38162,95787.8,34774.7,20409.6,0.428
77159.8,54197,93303,38227,27561,90898.2,23435.6,15135.3,0.432
83554.4,60510,90494.5,40809.6,31710,84342.4,21841.1,15915.5,0.434
93411.6,59821,102336,45382,27168,109473,25223.7,17634.1,0.437
133331,84701,103163,61592.7,38288,105426,44729.6,21486.4,0.441
106352,72423,96238.7,53156.2,37335,93307.8,18863.5,12735.7,0.459
78641.8,50548,101960,90849.7,60476,98451.1,28747.5,21320,0.462
70632.1,50357,91922.6,30852.9,22857,88462,21904.2,15078.1,0.464
76570.8,55126,91030.4,39963.3,28846,90793.7,28792.3,13793.5,0.466
106626,64725,107962,60529.6,40537,97857.9,36652,19933,0.468
88106.8,62079,93013.2,52509.6,38962,88323.7,25784.4,17671.7,0.468
122609,82949,96870.6,69164.9,48413,93627.6,21294.1,16342.7,0.48
69306.7,51866,87573.4,28383.4,21518,86445.6,27009,12030.8,0.482
63494.2,48114,86485.3,35516.5,26898,86534.7,15940.7,12097.3,0.484
118691,64494,120609,111088,69690,104466,42543.4,15320.6,0.509
76330.6,54665,91510.1,33745.1,25604,86374.1,22025.6,12415.4,0.525
155575,89857,113467,85324.2,49229,113588,37794.3,19789.8,0.528
94300,63487,97343.5,54065.7,38882,91128.3,27982.5,12027.6,0.531
79760.5,58795,88905.2,47862.4,36747,85359.6,25686.6,19328.5,0.536
67448.5,47086,93877.2,49226.6,33082,97518.7,30409.5,13268.1,0.537
104318,68542,99742.6,61760.4,42778,94617.1,30706.2,16154,0.538
106278,68035,102375,52119.6,35111,97283.2,30865,16363.3,0.561
96548.1,63179,100150,74364.4,51350,94908.4,30596,27644.9,0.564
98970.2,68596,94555.3,55081.3,37928,95175.2,35143.6,25541,0.569
75321.3,51255,96307.8,44082.5,31555,91554.1,31034.5,13062.5,0.575
95462.8,69547,89957.2,42941.3,31510,89311.4,26049.6,19606.2,0.591
93923.1,71704,85843.8,37416.6,27660,88652.7,24586.9,15904.7,0.596
154565,91723,110437,92746.7,49126,123728,50200,22891.6,0.601
103569,66335,102322,46268,31074,97580.7,32914,12529.7,0.603
83481.4,61882,88410.8,56580.4,42622,86998.6,22823.9,17653.9,0.606
72168.8,49258,96018,66472.4,48035,90690.8,36121,27793.5,0.61
139089,85121,107087,121344,73869,107655,45795.9,13937.6,0.613
84189.8,53931,102306,39999.2,27814,94247,33976.6,16225.8,0.625
77281.4,57647,87857.3,35391.7,26335,88074.1,19905.3,14038.4,0.63
103185,65203,103712,107005,73967,94808.3,41410.4,28494.8,0.631
86708.4,59807,95014.3,38085.1,29378,84959.6,18802.6,13739,0.635
111291,68758,106076,57826.1,37762,100357,29105.1,22400.1,0.642
92109.7,58770,102714,55823,38934,93964.6,30269.2,13294.1,0.649
77787.5,56616,90043.1,37342.5,29637,82575.1,23180.1,14572.9,0.649
119282,79274,98610.7,62783.8,42451,96925.8,47874.7,32827.7,0.65
97138.6,68903,92391.9,43123.1,31639,89323.8,26959.2,14830.3,0.657
86478.1,53973,105005,53464.3,35837,97771.5,23496.2,12401.5,0.665
124135,70307,115711,85537.9,51067,109774,22526.8,15171.4,0.678
100594,67007,98386,52412.1,35419,96978.4,32182.2,18272.8,0.679
85406.5,57870,96720.3,42260.4,30442,90978.8,31609.7,14728.2,0.682
71200.6,47799,97621.4,79989,56823,92254.2,34067,23257.3,0.683
92919.1,65673,92725.3,53772.4,39508,89197.9,39221.2,20873.6,0.684
164987,102539,105448,149114,88566,110340,37385.7,24651.5,0.694
86391.5,57350,98722.8,55536,38526,94471.4,23421.2,12635.2,0.706
92063.4,59267,101801,37720,25059,98648,20464,12063.6,0.716
80686.2,56506,93580.3,42724.5,32138,87124.1,26448,15939.1,0.73
77921.3,57551,88732.6,36128.8,26767,88457.4,22038.6,14521.1,0.731
73123.4,52481,91313.3,29641.6,22449,86533.4,22074,14088.6,0.733
92750.4,63933,95075.9,61290.1,41968,95708.8,33544.6,21798.8,0.734
77985.9,50145,101922,37908.8,27369,90773.9,20533.6,11991.5,0.738
102351,68618,97753.6,42110.6,29443,93732.4,28232.6,24257.8,0.74
79168.4,55815,92956.8,34150,24575,91070.3,27010.9,18139.6,0.747
83887.3,59079,93055.7,44121.5,33683,85845.8,16093.9,11537,0.748
101155,63226,104851,76424.4,43358,115516,63708.3,39843.9,0.749
83145.5,53718,101438,112850,79234,93340.8,84338.4,48969.6,0.759
71498.5,51596,90815.7,35721.7,27521,85064.3,19600.6,12994.3,0.773
106094,73646,94410.5,61364.9,44439,90497.4,27153.4,20214,0.774
98686.8,67522,95784.1,63508.4,45250,91979.8,30847.3,21739.1,0.78
160924,97470,108201,119217,72042,108450,75982.4,15563.2,0.781
86472,55319,102443,45827.3,30983,96935.1,44798.1,12590.4,0.79
148866,99662,97891.5,77908.7,53546,95354,76841.6,19671.7,0.794
77542.8,52098,97543.9,46603.4,32150,94998.5,33091.6,16342.5,0.795
84914,61685,90215.2,47190.8,33241,93038.6,25603.1,16719.3,0.807
84293.1,59158,93381,44000.6,32790,87942.1,32075,19641.8,0.814
100677,66076,99854.4,51870,36065,94256.3,29790.4,12806,0.819
102984,71131,94883.3,54926,38566,93337,22772.7,19125.7,0.827
78320.3,54986,93347.4,35551.6,27466,84828.9,17208.5,12087.1,0.829
106155,68989,100841,43952.2,29680,97050.3,35124.1,12868.2,0.83
107405,74737,94181.9,36979,26093,92877.7,18729.7,14398.9,0.838
115632,65009,116570,50147,32909,99864.2,45041.9,25179.5,0.852
101779,70446,94685.3,50475.4,33578,98515.5,31420,17990.9,0.854
95379.2,63936,97766.1,45694,31256,95808.8,43819.6,26439.3,0.858
63372.6,49256,84318.4,42059.2,35653,77311.6,18786.2,14028.4,0.861
126763,68528,121229,69191.5,38356,118222,52025.7,17683.2,0.862
68830.9,49883,90429.7,28948.1,21115,89848.2,20005.5,13541.2,0.869
67615.7,50007,88612.8,34707.7,26775,84952.4,19551.2,11616.8,0.871
71927.2,51031,92371.7,42265.1,30819,89875.9,21769.2,14922.8,0.898
83052,61518,88476.5,34427.6,27063,83370.3,19550.6,13191.5,0.907
79933,59275,88376,32512,24587,86659.8,23717.2,17516.5,0.909
99842.7,67459,96996.6,54748.2,37119,96661.5,20174.8,12150,0.909
99502.2,66718,97739.4,51623.5,36382,92991,59113.2,39361.3,0.909
95886.9,63519,98931.7,47969.2,36210,86818.9,19294,13736.9,0.919
117304,72566,105940,81201.1,54998,96759.8,44570.9,26399.5,0.919
70220.2,49203,93529.9,36982.9,27875,86949.3,26135.4,16285.2,0.921
64239.8,46680,90188.9,38684.9,29877,84856.3,37101.5,12348.7,0.922
73287.6,48789,98443.8,96108.5,72505,86870.8,44738.4,23831.2,0.923
91231.9,63639,93951.4,43491.2,30883,92291.6,20916.1,15623,0.923
130053,76515,111392,69079.1,39267,115292,33829.8,13943.7,0.929
112166,77731,94568.7,52831,36995,93589.1,30335,17701.1,0.935
76706.8,54857,91639.3,48227.4,31972,98856.2,33488,19755.1,0.938
125363,70629,116323,95243.5,60509,103156,61995.9,17412.3,0.94
79783.3,51125,102272,34459.6,23821,94804.8,26021.6,17215.9,0.95
82931.2,53678,101252,35314.5,24382,94921.3,23599,12538.2,0.961
153717,86699,116195,126364,57983,142824,65686.1,26343,0.961
103944,70808,96204.6,82516.2,57973,93281,52383.5,30781.1,0.965
109464,70678,101501,67367,46282,95392.7,30726.5,19444.7,0.965
53018.4,36607,94916.6,41603.6,33611,81120.4,19729.7,11947.6,0.974
82765.5,50949,106462,41594.3,28573,95402,21022.4,11968.7,0.98
109382,67806,105720,60101.3,38942,101145,25483.1,14812.4,0.982
145329,87679,108627,77535.1,47010,108091,37578.2,29268.9,0.997
74993,52743,93182.8,99674.6,68939,94754.5,40680.7,20064.7,0.998
81548,56587,94444.5,37089.8,27494,88409,24063.7,18703.7,1.028
115408,72899,103751,63530.2,43815,95024.9,24952.7,19873.9,1.044
105806,73376,94500.7,55025.9,38908,92684.7,32361,18717.5,1.052
92176.6,60705,99512.2,60913.3,42457,94024.9,43626.9,22477.1,1.053
