"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-530_30 Blue E-A","Comp-582_15 YG D-A","Time"
76529,54468,92079.8,36227.1,27612,85983.6,23868.3,-14.2894,0.131
87067.9,59156,96458.2,34180.4,24728,90587.4,8561.92,5.79704,0.136
102722,67536,99680.4,51044,34520,96906.7,20834.4,8.17011,0.144
61773.6,48197,83996.8,36785.6,29517,81674.3,26494.7,12.5679,0.147
66037.9,46102,93875.8,39525.7,29938,86524.1,14076.5,6.49445,0.148
72614.2,51871,91743.8,41504.6,30306,89752.7,22912.4,5.38348,0.149
112828,78457,94246.5,74975.2,55421,88659,29335.5,13.4411,0.154
84562.9,62866,88154.4,38603,28554,88600,6909.11,5.37572,0.155
79351.6,60459,86015.1,35339.5,26987,85819.3,1091.66,14.2382,0.16
80528.1,57579,91656.5,34798.9,26555,85881.4,28069,3.98442,0.164
66110.9,45680,94847.7,43030.3,32428,86962.8,37195.1,0.204368,0.168
85412.6,59434,94181.8,40500.7,30135,88078.8,2472.63,-1.22258,0.175
110387,64502,112157,56785.6,35566,104636,32527.3,10.0513,0.177
84888.2,60757,91565.3,40231.6,30589,86195,31697.7,-2.61417,0.192
75179.2,53970,91290.4,28028.5,22070,83229.6,1072.37,5.22949,0.207
84539.4,55763,99355.7,50990.9,35643,93755.9,17366.4,10.5181,0.208
83266.4,58976,92528.2,34782.5,27064,84226.6,30300.6,1.18769,0.208
82313.3,57263,94205.4,43080.2,31787,88819.4,33849.6,3.60434,0.21
86879.4,58904,96661.1,40410.2,29009,91293.2,38566.2,4.88421,0.22
87072.4,59424,96028.2,44782.1,32856,89324.4,40936.8,-0.571653,0.224
72596.7,48929,97236.8,33372.3,24269,90118.5,8648.68,-1.62866,0.228
86583,61974,91559.4,34710.8,24322,93528.7,18915.6,8.82627,0.237
93439,61852,99004.3,42964.7,29013,97050.9,29855.9,5.98693,0.242
76937.1,56418,89371.3,38894.7,30302,84120,15404.8,8.52711,0.247
70534.1,52786,87571,27166.6,20702,86000.9,22691,-1.49197,0.264
98069.6,64376,99836.8,49775.7,33761,96623.3,2020.93,1.98712,0.264
106189,66457,104718,56755.9,38436,96772.7,1622.99,7.84329,0.265
79695.9,60341,86557.2,29018.3,22621,84069.9,17114,-1.12527,0.265
88831.1,56936,102249,61367.3,43425,92614.1,15002.4,4.31357,0.266
89445.2,63088,92915.9,51712.4,38412,88228.3,16248.6,13.7716,0.273
89295.4,52962,110496,39753.5,27838,93587.3,35395.5,4.03269,0.278
117521,59133,130246,57170.9,31072,120583,55612.3,4.29341,0.278
76082.8,57690,86430.3,31256.9,25118,81553.3,3058.51,-5.5011,0.285
76003.8,53703,92750.6,34629.7,26483,85696.1,3016.86,7.22164,0.288
93061.2,69869,87290,53465.9,41248,84948.1,3679.23,1.34809,0.307
91830.8,61009,98644.8,48906.8,34489,92932.7,33949.5,0.41777,0.307
116116,63848,119186,56423.6,34497,107191,30893.7,-8.9213,0.31
94256.7,61999,99634,50054.2,35282,92975.1,5710.11,11.2846,0.315
74910.9,54645,89841,32026.8,24481,85736.2,923.444,3.11928,0.316
71347.3,48378,96651.7,68058.1,50446,88416.5,7193.13,1.11704,0.326
84075.8,53543,102908,46574.6,33159,92050.8,14137.8,19.7404,0.327
129049,75163,112520,56468.1,32214,114878,18206.6,5.69289,0.336
84905.7,53822,103385,78445.4,55994,91813.3,39255,2.71892,0.341
92156.1,65045,92851.7,45226.7,32517,91151.7,42747.1,1.42931,0.346
88720.1,59535,97662.9,51798.2,37407,90749,39793.9,3.74349,0.346
100919,59855,110497,56518.8,35791,103490,8897.17,12.135,0.35
82390.1,58854,91744.2,37560.1,27966,88019,2116,5.69087,0.36
67720.6,46853,94724.7,37006.3,27869,87023.1,45298.3,9.21157,0.361
97334,60963,104635,56493.8,38675,95730.6,23557.6,-1.54895,0.363
110163,77141,93590,56192,38777,94968.6,10316,10.4517,0.373
71465.8,51704,90584.6,39801.1,31272,83410.1,4534.11,1.29188,0.381
79948.2,56902,92079.1,34263.1,24946,90013,2507.5,8.31513,0.384
75883.7,56720,87678.3,35619.5,28264,82591.2,23889.7,7.43922,0.393
100010,63910,102554,60344.7,42674,92673.5,30166.4,3.31651,0.395
78821.1,54487,94804.6,34086,24927,89616.1,21307,10.789,0.398
72706.2,52266,91165.8,33703.8,24906,88685.9,14843.9,12.274,0.401
74079.5,46766,103812,47500.4,32499,95787.2,22740.1,0.624804,0.405
74420.7,56482,86350.3,24949.9,20418,80082,12806.8,2.33794,0.405
82050.4,58406,92066.8,40946.1,30114,89109.5,37125.4,9.74895,0.406
90201.4,63890,92525.2,35558.6,26934,86521.5,15525.2,-1.5508,0.414
75351,52991,93189.4,36762.2,27922,86284.9,2042,1.45573,0.417
95701.5,66030,94985.5,38703.6,28103,90256.5,17799.2,16.3197,0.42
91838.4,65263,92222.6,46086.3,34207,88295.1,3309.72,-7.63762,0.425
65842.6,45759,94299.7,32320.9,24667,85871,22699.4,6.98748,0.44
59629.6,47347,82537.1,27439.6,23047,78026.8,1746.33,3.59518,0.452
78625.8,55410,92994.4,51114.2,36734,91191.2,7238.93,10.124,0.453
87628.8,58808,97654,53080.6,39480,88112.6,17865,5.71535,0.454
92738.2,61359,99051.4,47673.6,33563,93088.7,36079.5,7.69772,0.461
56268.1,43735,84316.6,35961.1,28835,81732.2,1739.18,8.89565,0.464
98000.5,65994,97320.4,59567.8,40419,96584.2,49710.7,8.92144,0.468
83952.6,61962,88795.1,38656.8,28510,88860.5,32604.6,5.8062,0.471
95237.9,63394,98455.8,65301.6,44982,95140.4,35929.1,2.40761,0.472
77248.7,52207,96971.1,33921.4,24571,90475.5,14714.3,15.4625,0.472
136346,81472,109677,75265.3,46700,105623,95329.2,3.80196,0.475
69861.5,51218,89391.3,38398.6,30818,81656.6,32316.3,-3.71484,0.477
70460.4,51488,89684.8,40380.6,32120,82390.5,10823.2,5.11836,0.477
74906.4,53354,92009.3,34656.2,26823,84674.6,8516.28,-10.1,0.477
72187.1,50098,94432,36097.6,26982,87676.7,4578.5,3.93896,0.479
