"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-530_30 Blue E-A","Comp-582_15 YG D-A","Time"
60294.6,38078,103773,53593.8,38163,92034.8,20998.4,2610.99,0.137
62804.9,41435,99335.8,45623.8,30006,99646.7,17159.9,2776.6,0.151
83584.8,54054,101340,71916,53366,88316.3,26565.3,6057.21,0.203
69008.8,46978,96269.7,59234,41682,93132.7,13153.2,4478.69,0.235
108302,53463,132759,62800.9,32211,127774,30503.1,1886.91,0.308
74888.9,54364,90278.8,49849.8,38929,83920.9,22551.1,3653.4,0.309
73193.3,55045,87143.2,39918.1,31605,82773.9,21022.2,3398.57,0.404
79417.7,52421,99286.9,70745.2,51885,89358.4,18865.2,3733.14,0.417
96831.6,60205,105406,86032.4,51325,109853,34267.9,2992.25,0.457
70642.8,51831,89321.9,54458,41715,85555.9,27487.6,1820.33,0.472
70498.4,45346,101887,77526.5,50950,99720.9,23336.4,1888.45,0.518
83486,58755,93121.2,77476.6,55807,90983.4,50067.5,1930.15,0.588
70161.7,50498,91055.4,37209.9,28378,85932.3,13600.3,2442.41,0.59
68373.4,43429,103178,48575.3,32957,96593.4,26034.3,5663.46,0.611
83035.3,56171,96879.2,75882.3,57846,85970,23749.2,3522.94,0.636
90946.2,55058,108254,72179.6,45650,103622,27879,4536.03,0.665
68122.6,47331,94324.7,53948.7,40451,87404.1,32678.1,3157.71,0.668
73856,48485,99829.4,57472.7,39021,96525.8,13232.1,4216.87,0.673
56335,38535,95808.2,50956.6,37859,88208.7,35721.4,8844.94,0.679
75993.9,52590,94701.2,46842.1,37095,82756.3,14053.5,4537.47,0.706
98007.3,65493,98071.7,78724.6,55849,92379.4,29684,3918.99,0.713
111435,68161,107143,98861.1,65997,98170.5,40853.8,1913.26,0.717
74015.6,43063,112642,97727,56335,113688,18658.9,2169.65,0.725
68321,50133,89312.1,44234.6,35085,82626.7,13586.4,2691.51,0.738
70118.4,47115,97533.2,50179.7,35583,92420,28848.1,5522.82,0.751
85234,62506,89365.8,46312.5,33923,89471.3,23147.1,2974.43,0.756
97568.8,61601,103801,61270.6,39257,102286,46389.9,3926.37,0.794
71073.7,49709,93703,48838.9,37408,85562.1,23630.9,4899.89,0.809
83001.9,54667,99504.5,37709.9,25823,95703.6,27073.3,2018.05,0.809
95490.2,57639,108573,101951,65931,101341,25488.3,5020.07,0.812
65839.6,40079,107659,70392.7,39154,117823,12194.3,1942.18,0.844
84613.8,53747,103173,84340.6,53095,104103,30932.7,3438.73,0.845
103608,68929,98507.7,75670.9,53037,93503.9,27000.9,1950.74,0.86
85288.7,61525,90849,46931,36093,85215.2,14343,2917.77,0.907
82177.3,54246,99280.5,55666.3,41734,87414.2,19533.3,3039.86,0.908
94868.5,63942,97233.5,76457.2,49734,100750,15712.2,3809.67,0.909
123222,68347,118154,112099,72267,101658,44176.2,10151.9,0.933
