"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-530_30 Blue E-A","Comp-582_15 YG D-A","Time"
85278.8,54890,101819,49853.7,35690,91544.2,2813.67,217.115,0.208
76145.9,46178,108067,70074.4,49626,92540.1,2970.59,114.285,0.242
83782.4,56597,97015.1,63552.1,42505,97987.3,2629.07,238.327,0.27
102311,71527,93741.8,52644.5,36635,94175.3,1476.75,152.543,0.272
76622.4,57302,87632.7,43818.8,34038,84367.8,3064.23,209.678,0.301
66532.7,38250,113994,68924.7,44794,100840,6236.47,113.54,0.33
63697.1,47378,88109.6,33350.5,26970,81040.3,1111.35,102.747,0.36
78982.2,57498,90023.7,57096.8,44206,84646.8,2572.46,192.751,0.408
74410.8,47779,102066,56796.5,38295,97198.4,1841.56,97.3989,0.453
97364.4,66291,96255.5,47992.6,33115,94979.4,2088.61,202.853,0.491
78266.3,47276,108496,97819,51804,123749,5332.67,233.379,0.651
73390.2,53066,90636.1,44758.7,35450,82745,1828.42,60.2998,0.668
72395.3,47127,100675,46232.9,30343,99855.7,29591.1,217.474,0.704
75036.3,46802,105072,57661.5,38278,98722.6,3104.25,167.276,0.708
69239.8,49246,92143.5,47099.5,35214,87655.9,1167.56,132.953,0.724
82035.9,49454,108713,84654.2,56174,98762.7,4589.59,190.498,0.732
94455.1,66164,93558.5,97944.6,64024,100258,4784.5,226.525,0.733
84312.9,57539,96031,81912.5,61015,87981.9,1626.02,140.343,0.749
96669.7,53139,119222,78069.4,46451,110145,11877.4,177.829,0.772
94802.4,60679,102391,82292.3,51055,105633,1600.36,234.155,0.795
65255.9,47903,89276.4,30953.5,24351,83305.4,691.397,51.3645,0.892
73957.9,49866,97198.6,44805.5,32142,91356.4,3027.31,187.951,0.959
104639,67616,101420,96439.2,68808,91853.3,10712.2,238.326,1.022
67269.1,47334,93137,38230.9,30230,82881.3,2096.86,216.632,1.026
95574.6,59935,104506,54483.8,36882,96812.8,5975.25,175.037,1.04
94484.7,64989,95280,66254,47968,90519.1,2235.02,244.713,1.075
72332.2,45887,103305,51067.4,35659,93854.3,1057.04,58.7605,1.125
87883.4,57357,100415,60603.7,39840,99691.8,2877.27,167.291,1.141
80901.2,59150,89635.6,35819.2,28583,82127.3,944.203,112.298,1.162
79876,51335,101972,48352.2,33779,93810.1,5505.16,164.468,1.184
76044.1,46666,106793,84252.5,58842,93837.2,7229.11,126.195,1.185
78199.4,51519,99475.5,39836.9,28962,90144.1,1955.06,113.291,1.238
77484.3,53194,95462.1,61545.9,47534,84854.5,3149.99,211.263,1.241
86485,56948,99527.3,65753.2,46728,92218.9,7769.47,230.039,1.277
112185,62811,117052,71999.5,47535,99264.9,22518.6,191.439,1.349
86891.6,54042,105372,46923.2,32718,93989.9,1254.1,70.4075,1.367
90861.8,59172,100634,59602.9,41004,95262.3,2438.99,196.47,1.46
64347.7,46003,91669.9,41810.3,30495,89853.5,1348.52,132.941,1.498
87943.4,58672,98231.8,49306.9,34956,92441.3,2862.4,72.9518,1.519
81915.1,49021,109512,84545.8,58617,94525.3,3315.33,82.992,1.523
54844.6,40289,89212.9,41308,32573,83110.6,2196.65,121.756,1.535
97542.2,69652,91778.1,55043,41004,87974.4,6380.34,228.01,1.576
69915.4,40313,113660,62846.2,40468,101776,1675,114.9,1.652
67442.4,40094,110239,50937.1,33066,100956,3602.31,85.6231,1.659
74876,50827,96544.6,68234.4,50539,88482.4,6063.73,193.051,1.702
64758.8,46116,92029.6,41553.7,31240,87172.4,5046.67,255.128,1.745
79128.2,54656,94879.7,53217.8,40200,86758.3,1451.45,102.195,1.809
61750,45356,89224.1,39836.2,31336,83313.2,1768.35,189.624,1.816
94397.3,62438,99081.1,66947.4,47970,91462.7,2089.61,258.503,1.909
64331.7,41994,100396,45570.7,33111,90197.3,1544.29,101.128,2.019
59685.1,45899,85220.2,33178.1,27643,78658.6,13064.1,231.281,2.108
114264,57023,131322,80605.2,46619,113313,30413.8,127.85,2.153
81213.6,58850,90440.4,39506.2,30754,84186.8,2224.92,178.464,2.184
95472.7,57499,108818,51538.5,33766,100030,5978.58,230.687,2.214
85990.2,62880,89622.4,49345.9,36316,89049.8,2262.95,121.751,2.252
79125.1,50717,102245,47056.6,33808,91218.1,1565.52,158.897,2.325
93650.2,57657,106448,63492,42628,97612.2,30599.9,-54.482,2.364
80176.2,56279,93363.9,35136.7,26759,86053.9,735.328,137.752,2.401
57541.1,42358,89027.2,39873.6,31398,83226.8,2441.75,211.309,2.416
62283.5,43127,94646.3,38493.8,27743,90932.1,1875.29,121.777,2.434
89341,58040,100880,50730.4,33701,98651.9,2908.82,152.979,2.447
80259.8,55619,94570.3,55334.8,42159,86017.7,2098.92,163.632,2.466
66459.7,40402,107804,69898.9,42238,108454,1105.24,97.4473,2.522
90409.6,57743,102611,84410.8,61250,90317.5,6262.64,224.838,2.527
76307,46351,107891,42576.3,27387,101883,1170.08,125.533,2.616
86168.8,60382,93523.9,51976.1,39123,87066.5,1723.07,94.7567,2.664
72738.8,50598,94213.5,44041.1,34550,83539.2,13935.5,255.074,2.701
70879.1,51022,91041.8,41311.1,31150,86913.9,1565.49,127.627,2.719
86424.2,63451,89264.1,45945.1,34683,86816.6,3598.4,182.613,2.723
73886.4,51820,93443.1,37007.1,26933,90049.3,1011.79,123.423,2.82
78688.9,50855,101405,39259,29087,88454.5,662.497,85.2864,2.826
74777.9,48114,101855,82503.7,54598,99032.3,2334.07,180.577,2.834
64638.8,44706,94756.1,74396.4,56118,86882,2657.25,202.285,2.904
60901.8,40759,97923.5,62573.2,45987,89172.9,3645.46,172.01,2.912
92211.6,63198,95622.9,49789,35310,92409.2,1459.33,66.684,2.913
76830.7,55130,91332.8,49401.3,39166,82662.6,1814.36,254.811,2.948
93659.4,53157,115470,95614.7,62633,100046,1234.98,86.8388,2.984
84944.4,59578,93439.2,44945.9,35070,83991.4,3048.44,120.64,3.156
65368.4,44690,95859.9,60710.5,43938,90553.2,2434.41,192.23,3.163
86186.3,53144,106283,82513.1,55809,96894.4,4130.77,69.1584,3.178
56056.8,40597,90492.9,49081.5,37581,85591.3,5867.66,140.594,3.201
74496.7,53307,91586.8,60843.9,43535,91592.2,2408.34,173.682,3.222
60819,44712,89144.6,40240.2,33425,78898.5,2171.18,142.957,3.236
106795,70357,99477.4,54352.7,38541,92422.6,1928.63,141.913,3.292
62733.4,41512,99038.8,60036.6,42769,91995.6,2675.72,115.894,3.309
93385.8,65135,93960.7,47645.5,33419,93434.8,2740.44,116.42,3.32
62864.9,42743,96388.1,48500.4,35131,90476.3,3917.61,206.972,3.418
69712.5,53116,86013.2,43999,35361,81545.2,1071.42,76.7795,3.458
74983.1,46687,105256,71083.7,48203,96644.3,9878.94,215.59,3.585
84954.3,59713,93238.8,59974.2,45369,86633.4,2150.54,222.459,3.613
70776.5,50067,92644.1,43747.1,32843,87294.4,2190.46,216.626,3.694
86925,56025,101682,53060.3,35773,97206.2,10401.9,199.656,3.789
69356.1,51517,88229.5,49290.5,38704,83461.8,2009.25,162.578,3.872
74121.3,48579,99994.1,67185.3,48135,91473.1,3886.96,216.514,3.888
74091.6,53366,90988.1,32573.6,25370,84144.4,904.319,148.871,3.909
57839,37826,100210,54330.1,39482,90182.3,5919.39,194.651,3.917
52832.2,39001,88777.4,41035.8,33300,80760.4,1636.14,206.062,4.152
69011.8,49592,91199.3,44209.6,35061,82636.6,661.719,52.9565,4.228
84222.4,57685,95685.2,89352.1,61257,95593.7,3290.19,155.074,4.245
72211.4,53679,88162,47581.6,37707,82698.3,951.403,104.877,4.553
78152.3,55584,92145.1,47164.3,34600,89334,1507.99,118.621,4.593
61015.8,46427,86129.5,34880.8,27563,82935.4,2254.77,202.312,4.625
59786.9,44043,88963,41144.2,34539,78069.1,6731.51,253.427,4.625
60004.3,39244,100205,55666.3,41685,87516.9,15149.5,210.474,4.626
78033.8,50850,100571,43829,31958,89879.7,2213.28,47.0245,4.666
72262.3,52574,90078.4,55093,42583,84789.1,1891.21,173.186,4.744
79465.6,50613,102896,52688.2,36233,95299.2,1159.94,222.524,4.746
79040.8,50138,103315,65798.5,46199,93339,2375.12,160.434,4.754
74325.7,50663,96145.3,35690.5,25559,91514.1,1674.6,195.99,4.842
87654.6,59436,96650.7,62994.4,45521,90692.2,2198.8,226.695,4.942
130587,77249,110787,94319.9,60429,102291,2246.03,176.342,4.985
100965,60397,109556,95021.9,60288,103293,2166.71,134.478,4.99
81351.9,53308,100013,57171.7,42737,87671.1,9510.78,247.945,5.022
73533.8,49347,97657.6,83480.3,58503,93515.9,8380.62,245.369,5.034
67030.5,48107,91315.4,41164.5,31590,85399.1,3436.79,124.324,5.08
76176.3,52494,95102.1,50218.7,34814,94534.8,1864.67,141.917,5.105
60862.3,40462,98578.2,62823.5,46334,88859.2,2242.91,241.003,5.117
86899.9,54355,104776,59295.6,39723,97827.4,16624.8,102.787,5.176
77929.6,52322,97610.9,52618,40626,84881,2043.51,197.026,5.192
92947.2,62603,97301.9,44237.7,32406,89463.7,3044.6,150.32,5.225
75070.5,51855,94876.5,41944.5,32066,85725.5,5756.58,186.181,5.227
57623.2,37934,99551.7,55465,39735,91479.9,9906.26,182.729,5.266
75464.2,44618,110844,55000.9,33758,106776,5792.13,135.299,5.387
69830.3,52198,87673.9,36848.8,29402,82134.6,1311.98,128.174,5.419
72746.4,48259,98790.1,54059.5,39847,88911.1,2640.41,92.0464,5.441
73052,52261,91608.1,45650.3,35945,83231,12879.9,107.803,5.474
74239.8,53187,91476.9,43261.9,33207,85380,1364.84,200.25,5.581
76731.1,49703,101174,69815.5,48587,94169.8,5837.16,176.106,5.67
79068.1,48026,107896,28818.7,19059,99095.4,1586.16,-114.054,5.678
91369.5,55558,107779,61656.7,41254,97947.6,2528.08,157.244,5.744
79286.2,58954,88138.3,44624.6,34558,84626.3,1326.5,172.693,5.764
71283.4,44266,105535,65458.4,37470,114488,1445.18,167.915,5.887
82197.8,55046,97862.1,42895.3,32138,87472.4,3236.15,196.417,6.01
100815,67663,97645.6,56078.9,39567,92885.1,3540,243.037,6.147
64330.2,46523,90620.6,56387,41467,89116.1,1258.97,94.7872,6.162
83204.8,54635,99806.2,55075,39739,90827.6,3731.45,164.055,6.213
72019.9,46859,100725,51095.5,36555,91604.2,1171.22,175.353,6.22
82366.5,45676,118180,58529.6,32533,117905,6872.58,193.528,6.241
69372,46075,98673.2,61962.4,44687,90871.4,4322.4,143.876,6.298
72155.2,49588,95361,58624.8,43640,88039.3,1523.43,221.97,6.398
56870.8,42602,87486.1,37116.3,29838,81522,1209.16,122.35,6.407
94281.8,61255,100871,64607.4,45223,93627.4,2057.66,192.785,6.443
67999.5,46281,96290.4,38245,30109,83244.9,1592.62,166.845,6.527
68359,45569,98311.9,71182.8,49053,95101.9,1698.25,217.718,6.564
90463.6,46726,126881,93230.3,56058,108993,5752.49,97.1418,6.759
70387.4,45405,101595,65815.6,48272,89353.9,1667.85,120.2,6.809
82327.8,61614,87568.3,43272.1,34382,82481.5,1762.97,154.114,6.813
83980.8,56818,96866.5,70267.1,50242,91656.9,1035.04,97.4519,6.851
61951.4,39286,103346,35626.5,24174,96583.9,12499.2,-20.9618,6.857
78216.9,56748,90329.6,40826.8,32780,81623.6,2332.19,226.157,6.879
86019.1,61913,91052.7,49349,37497,86250.6,2806.34,197.505,6.924
66114.7,41298,104918,65715.8,46174,93272.2,774.524,65.1391,6.95
70553.8,48252,95826.4,36224,27349,86803,1276.78,228.876,6.984
84317.4,56823,97246.3,61900,48019,84480.7,1408.17,182.227,7.13
74537.8,53142,91921.8,55309,44362,81708,2717.62,92.5713,7.321
104262,68098,100340,65597.2,43246,99407.6,1568.64,94.2369,7.33
81212.1,51794,102759,46151,32582,92829,2248.88,252.132,7.334
81813.2,52458,102210,57769.1,40810,92770.4,2534.46,54.4233,7.377
70009.7,37799,121383,71072.8,43551,106951,2843.24,123.303,7.587
96942.6,65951,96332.5,60687.9,44431,89515,3982.56,166.158,7.596
94854.8,63777,97471,56801.9,41897,88850.6,1273.6,199.196,7.609
85854.9,48549,115895,111417,69373,105254,11377.5,240.402,7.619
80654.2,51211,103215,72285.7,49142,96400.6,6012.76,171.855,7.636
87512.5,59434,96497.3,52959.7,39027,88932.4,1722.51,149.877,7.652
91338.3,58619,102116,53657,35663,98602.6,3313.23,234.572,7.817
85065.3,56510,98652.2,51987,39022,87310.2,2354.64,136.585,7.87
78587,49641,103751,41034.2,29853,90082.1,1685.27,109.599,7.887
73069.4,52452,91296.4,38666.9,30268,83721.3,1639.06,181.682,7.94
82985.9,53511,101635,48305.4,34119,92785.3,4623.53,141.736,7.994
68336.9,45882,97609.7,32054.1,24547,85578.6,1967.55,145.091,8.002
85633,52075,107768,54883.9,40374,89088.8,1607.79,87.8743,8.174
68467.6,44687,100412,43068.5,27458,102795,1523.27,131.87,8.246
93106.1,57187,106699,65194.7,44915,95126.4,7723.65,125.102,8.285
111545,61019,119802,77534.3,48763,104204,10576.2,250.525,8.453
83410,48091,113667,73798.1,48875,98955.2,12449.2,146.521,8.601
73048.9,49310,97086.5,38744.9,29527,85995.5,2176.5,116.457,8.621
74838.7,47439,103388,65265.7,46623,91741.3,17777,158.361,8.651
108374,62747,113192,70533.1,46811,98747.2,3078.65,193.778,8.657
70272.6,50536,91130.8,37205.2,28945,84238.4,1824.15,140.33,8.709
97502.7,61631,103681,57921.2,39535,96014.3,2957.67,132.836,8.766
80880.7,49805,106427,53563.4,38016,92338.2,1365.37,113.86,8.806
69832.6,46306,98832.7,36975.1,27470,88212.6,2635.88,215.007,8.849
74620.6,51693,94603.4,44198.7,32096,90248.2,3509.53,180.499,8.926
75723.4,49882,99486.9,45253.3,33230,89248.2,4251.5,108.37,8.962
74045.3,52667,92138,69165.7,53547,84651.7,5859.95,233.345,8.984
67344.4,46306,95311.2,41771.3,32578,84029.9,715.678,79.4529,9.01
77385.5,48385,104816,82719.8,54889,98765.2,3973.74,240.359,9.138
74530.2,52531,92981.4,46362.4,34767,87393.4,21037.6,247.717,9.181
86153.6,55739,101296,52067.3,38911,87694.6,4304.22,218.077,9.253
105040,60459,113861,65833.6,39567,109042,2198.41,49.1454,9.606
86652.2,52011,109185,59822.9,41574,94303,3361.81,128.569,9.63
79956.6,50414,103940,61044.4,42234,94724.7,1946.61,204.452,9.678
90927.2,60166,99042.7,53379.3,37970,92132.4,1792.37,164.182,9.688
79055.2,50062,103491,86377.2,55530,101942,2280.41,238.35,9.767
71988,51355,91866.5,50234.3,37931,86793.3,3475.88,185.271,9.971
98461,62976,102464,71487.8,48056,97490.9,4002.97,193.187,10.007
82669,52484,103228,49732,37468,86987.2,2498.21,69.7957,10.152
94398.1,61418,100727,41280.7,30986,87309.5,1000.76,128.194,10.17
81985,44098,121842,70778,44706,103756,11523.9,186.862,10.27
79766.6,52955,98717.4,52566.5,38863,88644.8,1461.1,90.0039,10.288
79005.8,46491,111370,57990.7,40198,94543.9,2739.11,139.21,10.441
93022.5,57147,106678,72050.2,49967,94500,3185.06,83.5306,10.459
88676,53782,108056,100832,67250,98262.2,3810.08,170.409,10.461
66462,47966,90807.1,34904.2,27498,83187.2,2343.68,234.636,10.482
96304.2,63131,99972.9,33933.9,23702,93827.2,1156.01,62.464,10.485
68450.9,45366,98884.6,52228.8,35778,95669.6,2031.02,229.886,10.58
96006.2,56699,110970,70202.3,44534,103309,5001.23,134.291,10.626
82649.2,57980,93420.2,57461,45957,81941.1,2376.22,82.5238,10.718
122145,72454,110482,62256.5,39910,102231,29813.8,199.44,10.81
88988.4,49293,118312,113791,74720,99804.8,3284.92,211.784,10.826
67391.5,48550,90969.5,36019.6,29262,80670.6,632.703,91.6484,10.857
107379,72924,96500.2,97442.3,66993,95323,4516.61,240.853,10.907
104850,60591,113407,58496.9,35935,106683,4236.43,118.441,10.937
68780,41843,107726,52235,37275,91838.4,786.109,69.9083,11.064
66680.1,43881,99586.3,39791.7,29924,87147.1,2011.44,71.9477,11.108
89788.7,58455,100665,53286.5,39243,88988.7,1075.18,147.269,11.165
88818.2,58135,100125,53947.9,39907,88594.3,2492.76,101.596,11.26
88924.6,47111,123703,107324,64087,109751,16260,219.411,11.269
79722.5,55322,94441.5,42944.5,33018,85238.6,20295.9,214.376,11.386
73818,48651,99437.6,27665,20139,90027.1,3607.93,-211.177,11.432
57385.3,36790,102224,49636.1,36598,88883.3,2531.48,145.584,11.488
80793.3,55380,95609.8,48900.5,35268,90868.4,1162.22,160.514,11.51
95709.8,58267,107650,56699.8,38182,97320.1,4638.81,187.315,11.612
66714.3,49002,89224.7,49528.4,39326,82538.2,5719.93,217.984,11.658
109457,60654,118268,93522.8,60787,100829,3607.88,113.183,11.658
53672.7,43567,80737.6,31373.2,27330,75231.3,1806.36,69.3112,11.734
84661.7,54287,102205,58379.1,42507,90007.1,3647.32,256.28,11.899
71506.1,50049,93632.7,46124.5,34297,88136.5,4915.16,210.087,12.052
64626.6,46907,90292.9,60302.6,50095,78889.9,2891.54,157.75,12.089
78500.4,50895,101083,50678.9,38843,85505.6,1335.32,66.1622,12.091
91610.4,61043,98353.3,50889.5,35907,92881.5,4379.93,54.832,12.178
75206.6,52834,93287.2,53263.9,39702,87922.5,3472.27,205.412,12.217
63481.3,46222,90007.1,47835.1,37342,83951.5,17963.3,231.489,12.247
