"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-530_30 Blue E-A","Comp-582_15 YG D-A","Time"
93673.8,64018,95895,47332.7,34246,90579.9,32785.6,909.444,0.202
85603.4,61568,91120.4,49971.5,39064,83835,4019.04,367.026,0.203
84298.4,57139,96686.7,49888.8,36743,88983.3,25310,1558.13,0.204
79800,48522,107781,36804.3,24314,99202.4,11462.2,1575.47,0.205
77634,55835,91122.5,36585.1,28251,84869.3,13348.9,870.972,0.208
90399,57645,102774,51107.9,36064,92874.1,975.444,271.826,0.211
84464.1,54198,102134,40336.9,28038,94283.5,5921.59,522.721,0.212
56256,43466,84820.1,29132.2,24062,79345.4,13703.8,1708.35,0.218
75653.4,50760,97675.8,80617.7,60225,87727,8121.42,1674.27,0.221
90702.2,58008,102473,45226,30641,96730.8,17497.9,509.239,0.222
65023.3,48977,87007.5,33895.7,28005,79321.1,23889.2,799.259,0.223
67721.3,42104,105410,60413.3,40421,97950.3,18499.1,1104.89,0.224
75183,47322,104121,41176.2,28298,95360.9,13951.6,1234.51,0.225
75649.6,51246,96744.6,38673.2,27987,90559.4,6947.3,457.993,0.225
74749.8,53147,92174.6,33630.5,26598,82863.6,1304.84,358.724,0.231
90926.4,66151,90081.1,34936.2,27703,82647.3,5158.99,674.351,0.242
77895.4,55132,92595.1,33187.4,25637,84837.2,6152.68,1320.36,0.242
74882.8,49482,99177.9,41397.7,30611,88629.6,16559.8,467.431,0.245
98700.4,58682,110229,59042.9,39299,98461.4,37689.9,922.372,0.248
91105,64331,92811.5,50343.5,37791,87304.2,19424.2,1747.19,0.25
64841.7,47062,90295,26337.5,20726,83279.6,8192.43,737.751,0.252
90497.8,58155,101984,44689.3,28822,101615,3746.49,864.184,0.253
60309,41799,94557.6,45930.3,34451,87373,8779.01,511.403,0.253
83698.8,61579,89077.2,36092.2,26863,88051.8,2925.21,958.578,0.255
83048.2,57974,93880.9,50046.4,39930,82139.7,15000.1,1165.01,0.26
72575.4,51025,93215.2,33319.3,25197,86661.5,1398.79,473.198,0.266
58918.2,39963,96621,50358.4,37398,88247.6,3412.56,319.896,0.267
66694.6,45677,95691.4,26640.9,20320,85922.1,1987.5,448.779,0.274
63131.7,46178,89596.7,33118,26546,81760.8,3295.1,854.673,0.28
