fold_nb,order,train,test
0,0,-1.2212453270876722e-14,-0.0001226756254015804
0,1,0.7509996324702524,0.7598038384402928
0,2,0.9034229743274214,0.9076149236516801
0,3,0.955863142693619,0.9570734449462208
0,4,0.9740802254912178,0.9733319275995905
0,5,0.9819437335494089,0.9772272165396615
0,6,0.9875887400771233,0.97835498282191
0,7,0.991951900004373,0.9733903611826914
1,0,-1.199040866595169e-14,-4.814801425867543e-05
1,1,0.7503560821719981,0.7657746593472807
1,2,0.9031913032821548,0.9097926459893738
1,3,0.9556932737229489,0.9586922297608451
1,4,0.9740165092941617,0.9739381259330546
1,5,0.981859137778432,0.9782050129516241
1,6,0.9876096666906198,0.978302223114561
1,7,0.9920342601078249,0.9722220852347925
2,0,-1.2434497875801753e-14,-0.00011478817019661136
2,1,0.7518671324334655,0.7522356144891367
2,2,0.9038546714148905,0.9037890865454621
2,3,0.9560672503363705,0.955262462449979
2,4,0.9741888412951436,0.9722630210720264
2,5,0.9819500098889667,0.9770641262085956
2,6,0.9876717381454514,0.9772376675653291
2,7,0.9920342293313243,0.9718259939901628
3,0,-1.2212453270876722e-14,-3.7889956250314327e-06
3,1,0.7517964256870004,0.7528770896375276
3,2,0.9040695937710943,0.9018395558967452
3,3,0.9563148384614348,0.9529716950365116
3,4,0.974433144519514,0.9699354670209973
3,5,0.9821309676536722,0.9752180957563211
3,6,0.9877564940590985,0.9761820366664209
3,7,0.9920529164314894,0.9716830326127346
4,0,-1.199040866595169e-14,-1.0248760013764624e-05
4,1,0.7519993727135292,0.7510336325421566
4,2,0.9038550935248814,0.9037407866498555
4,3,0.9560750149722586,0.9551980639909136
4,4,0.9742548781504478,0.9716181992371113
4,5,0.9819711764380173,0.9769828431099075
4,6,0.9876513576053566,0.9777145037384396
4,7,0.9919794796115863,0.972774772964398
5,0,-1.2212453270876722e-14,-4.003407038188911e-05
5,1,0.7510732635439487,0.7592899878549828
5,2,0.9034645398788153,0.9072964371514657
5,3,0.9558235124772155,0.9575159206530545
5,4,0.9740497771757055,0.9736121859415913
5,5,0.9818486173452154,0.9781244897546474
5,6,0.9875616056561635,0.9784667725124729
5,7,0.9919385420502638,0.9732699965930524
6,0,-1.2434497875801753e-14,-0.00031424242998401297
6,1,0.7519849374806146,0.7511254798913094
6,2,0.904002676127624,0.9024231885521925
6,3,0.9560281660848802,0.9555800227686712
6,4,0.9741870804010814,0.9722321883908402
6,5,0.9819888031267481,0.9767982134160194
6,6,0.9876965924204241,0.9771716422383101
6,7,0.992052673957092,0.9717967094376213
7,0,-1.2212453270876722e-14,-5.490923293827166e-08
7,1,0.7518446378143671,0.7524572969057916
7,2,0.9039216004589584,0.9031888018248068
7,3,0.9562973809905045,0.9531676993098617
7,4,0.9742547813092194,0.9715904386995097
7,5,0.9819881335394284,0.9767435362522706
7,6,0.987664873044922,0.9774290889761706
7,7,0.9920474743942926,0.9715527446150061
