fold_nb,order,train,test
0,0,-1.219246925643347e-12,-2.38765722948564e-06
0,1,0.7514813005043187,0.7557521756528598
0,2,0.9039691827329421,0.9027412027854818
0,3,0.9560644571085333,0.9552954646522855
0,4,0.9741519612115712,0.972669798549769
0,5,0.9818966112332859,0.9777571157294426
0,6,0.9875643541256803,0.9787901133179426
0,7,0.9919277318813763,0.97410917806418
1,0,-1.2185807918285718e-12,-8.727797037977325e-06
1,1,0.7520973967158441,0.7501369254393186
1,2,0.9035759215352269,0.9062972700222477
1,3,0.9558392602190605,0.9573014909831329
1,4,0.974068158321092,0.9733772822326964
1,5,0.9818309818278557,0.9783623575986529
1,6,0.9875479388163109,0.978812477482926
1,7,0.9919188465925194,0.9740315925093048
2,0,-1.220135104063047e-12,-2.8503419889691628e-05
2,1,0.7521117074567814,0.7500897455939006
2,2,0.904186635034473,0.9008499058371545
2,3,0.9563023538795381,0.9531116516924796
2,4,0.974442529792475,0.969937060145757
2,5,0.9821248365558917,0.9753800867212025
2,6,0.9877454440661931,0.9764541888856424
2,7,0.9920677159810541,0.9714340962242548
3,0,-1.2190248810384219e-12,-5.436848016238116e-07
3,1,0.7512593183393851,0.757753716994406
3,2,0.9035929433349216,0.9061770900772668
3,3,0.9558738082536549,0.957039399175881
3,4,0.9740802852666732,0.9733691145988629
3,5,0.9818822956756726,0.9779302235768011
3,6,0.9875903427678583,0.9784396758260197
3,7,0.9919684775111114,0.9731582781172339
4,0,-1.220579193272897e-12,-2.938460921919628e-06
4,1,0.7511814155072027,0.7583619492663414
4,2,0.9033814604862848,0.9080091813186728
4,3,0.9558487058450634,0.9571653743250337
4,4,0.97407421049999,0.9732229439562289
4,5,0.9819203726468944,0.9773218739579599
4,6,0.9876397832197187,0.977665983865213
4,7,0.9919784127519519,0.9729619740292906
5,0,-1.219913059458122e-12,-0.0002765912884727939
5,1,0.7512647511729864,0.7576570105325133
5,2,0.9033891571251752,0.9079807207610882
5,3,0.9557480333845306,0.9581555839493464
5,4,0.9740127695055366,0.9739375969824253
5,5,0.9818774239414232,0.9778962807230529
5,6,0.987572477397421,0.9786086415788994
5,7,0.9919144908108941,0.974155087294414
6,0,-1.219691014853197e-12,-1.684049202110849e-05
6,1,0.7515837619126806,0.7548307227312846
6,2,0.903907872768093,0.9033406920103243
6,3,0.9560511788178736,0.9553986322518926
6,4,0.974311284850783,0.9711516487020913
6,5,0.9820062330100805,0.9766250081589016
6,6,0.9876533421476054,0.9775887006408196
6,7,0.9919841196339761,0.9729760521395344
7,0,-1.2176926134088717e-12,-0.00012957107320832328
7,1,0.7523344295054604,0.7479019203010582
7,2,0.903912800796491,0.9032526215188071
7,3,0.9559877587279266,0.9559533960822033
7,4,0.9742113612647131,0.9719926131106736
7,5,0.981951120591854,0.977145923390887
7,6,0.9876327540610531,0.9777707121430156
7,7,0.9920270799003821,0.9719414236970004
