Order,Train R2,Test R2
0,4.107825191113079e-15,-1.124375836969449e-05
1,0.7250621170891935,0.7234149628359242
2,0.9083163338576236,0.9095903871816705
3,0.9439253640241302,0.9433754396085552
4,0.9627522457990976,0.9600180933197542
5,0.9734143693303204,0.9657137644130493
6,0.9798991957268604,0.9629107000982678
