Order,Train R2,Test R2
0,9.992007221626409e-16,-0.00012749475301832014
1,0.7247838850878907,0.7259222945895847
2,0.9082647023522415,0.9099868347756861
3,0.9439946859824032,0.9426843211561803
4,0.9628925830649087,0.9586258332270989
5,0.9735722941100742,0.9642087086043437
6,0.9800482581543718,0.961227975225092
