Order,Train R2,Test R2
0,-2.220446049250313e-16,-0.0013666907965115271
1,0.7533944957739005,0.7529177330799729
2,0.9564015941295847,0.9556249332657005
3,0.9800566164251089,0.9789013106167723
4,0.986967317118734,0.9848414468698014
5,0.9901766251386918,0.9864297380771887
6,0.9928416019910438,0.9861471191933799
