Order,Train R2,Test R2
0,0.0,-4.897837051154319e-05
1,0.7535277449136555,0.7519685222125203
2,0.9564318222943412,0.9553765951570248
3,0.9800945198915223,0.9785624569267407
4,0.9869314491404703,0.9851469688723288
5,0.9901308869729764,0.9869187326930328
6,0.9927930680265072,0.9868352162871632
