Order,Train R2,Test R2
0,3.3306690738754696e-16,-0.00016313587011262953
1,0.7555793538113683,0.7499624595406437
2,0.9564397350834538,0.9566962345452822
3,0.9800066604467645,0.9798185464711212
4,0.9868203436915085,0.9862485173552555
5,0.9900505081776642,0.9875806038925319
6,0.9927237526974441,0.9874292214583332
