Order,Train R2,Test R2
0,2.220446049250313e-16,-0.0010564986360603879
1,0.7527535370479285,0.7585831548533133
2,0.9562586677135769,0.9569117746385561
3,0.9798327315685207,0.9809293469247832
4,0.986760111858474,0.9867747849669052
5,0.9900049861359786,0.9882226745383075
6,0.9926980915370599,0.9879343477730993
