Order,Train R2,Test R2
0,0.0,-0.00016317804266829938
1,0.7539295993011393,0.7482364306216929
2,0.9563059758482708,0.9565246953580544
3,0.9799654794139199,0.9797437078971974
4,0.9868192041293671,0.9862280146636454
5,0.9900592537889316,0.987583361794314
6,0.9927275204445358,0.9874063736665809
