Order,Train R2,Test R2
0,0.0,-8.886053819479045e-05
1,0.7552172946699204,0.753340951284557
2,0.9565434944887569,0.955756470517249
3,0.9801014804182305,0.9789618520924283
4,0.9869612852350954,0.9849687844279372
5,0.9901390692605522,0.9867671028647591
6,0.9928121201334835,0.9866166135339877
