"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","PE-A","Time"
17914.4,16900,69469.6,7730.78,7312,69289.5,6625.96,46.62,0.591081
12381.6,11500,70560.1,6943.42,6520,69792,7974.24,14.06,0.591081
15251.3,14190,70437.5,6529.02,6003,71278.7,10928.3,-28.12,0.592184
13237,12811,67715,2316.2,2246,67584.4,10145.4,-29.6,0.593287
15278.3,13795,72582.9,6840.56,6007,74630.1,28069.7,3.7,0.598801
18915.6,17935,69119.2,6512,6187,68978.6,8734.22,99.9,0.599904
22739.6,16630,89613.1,16415.4,11930,90176.1,23177.5,81.4,0.602109
32101.1,24479,85942.1,17972.4,13874,84895.3,27661.2,54.02,0.604315
7882.38,7679,67271.7,3014.76,2879,68626.4,12049.4,-13.32,0.607623
49971.9,39719,82453.2,35608.1,28859,80862.5,65754.9,133.94,0.607623
10173.9,9902,67335.6,3397.34,3258,68338.9,8524.8,10.36,0.609828
11638.4,11049,69032.2,5546.3,5257,69142.5,7943.9,-1.48,0.609828
79930.6,47487,110311,50263,31963,103058,90374,137.64,0.609828
32334.1,24967,84873.8,29711.7,23367,83330.7,39760.2,130.24,0.612034
37960.6,26023,95599.4,26305.5,19495,88430.8,20505.4,91.02,0.613137
16430,14357,74998.9,9852.36,8885,72671.3,18517,35.52,0.614239
10986.4,10679,67422.2,3065.82,2955,67993.8,7474.74,-2.22,0.615342
12162.5,10299,77394,9534.9,8230,75927,9913.78,-10.36,0.616445
6877.2,6813,66153.6,2491.58,2409,67782.6,7167.64,19.24,0.617548
29886.1,22018,88955.3,17088.8,12750,87837.9,21768.6,56.98,0.61865
17623.3,14886,77587.1,9938.2,8594,75786.6,17440.3,9.62,0.61865
14248.7,13459,69381.5,8204.38,7383,72827.1,9630.36,36.26,0.619753
17346.1,15053,75519.5,8239.9,7145,75578.7,10025.5,42.18,0.620856
6642.9,6587,66092.2,3511.3,3391,67861,16570.8,-4.44,0.623062
