MA90,G189E,G189E,SI06,SI06,G189E,G189E,MA90,SI06,G189E,G189E,SI06,MA90,MA90,SI06,G189E,0.00014304402105820235,0.00012903038574644206,1.3404166508151824e-07,5.2477075946922936e-06,0.00028272151538021197,2.868434681275368e-09,0.0003155065656329938,1.8387168190101698e-09,6.390602262462999e-09,4.076354877932619e-06
MA90,G189E,SI06,G189E,SI06,SI06,MA90,SI06,MA90,G189E,SI06,SI06,MA90,SI06,G189E,MA90,2.4390682117409223e-05,2.1640626602315464e-05,4.877065606115753e-05,6.46563645838276e-05,5.169968718113576e-05,0.00017332150296169913,2.2955805116441262e-05,7.155325023840057e-05,0.00015740810117766143,0.00013904743188162283
MA90,MA90,MA90,MA90,MA90,G189E,G189E,SI06,G189E,SI06,SI06,G189E,SI06,SI06,SI06,G189E,8.760992775627698e-05,5.391556923363859e-05,6.993575526611258e-07,1.7262790555428378e-06,0.00017932445797120785,8.716943834285524e-07,5.420564914539755e-05,1.313946625725294e-07,6.580094723256995e-07,1.921970706930291e-06
MA90,G189E,SI06,G189E,G189E,MA90,G189E,SI06,MA90,G189E,MA90,MA90,G189E,SI06,G189E,G189E,1.446420398614468e-06,2.562990195865591e-06,9.363072245400106e-09,2.5648413075444988e-08,2.868526032665107e-06,3.862902234865806e-09,8.530737873618385e-06,2.991781059525932e-08,3.499642696830654e-08,1.7261839314323278e-07
MA90,MA90,G189E,SI06,SI06,SI06,SI06,G189E,G189E,G189E,SI06,MA90,MA90,G189E,G189E,G189E,1.8103784786068611e-06,2.238113905576118e-06,4.1649684951360786e-10,2.635061267838573e-08,4.062029904567701e-06,2.009987321505998e-13,5.90167482380233e-06,8.92082307527166e-13,1.6090460403091248e-12,2.0585417865422164e-08
G189E,G189E,MA90,MA90,MA90,SI06,MA90,SI06,G189E,G189E,MA90,MA90,G189E,MA90,G189E,SI06,2.7187736225264716e-06,8.592976666377113e-07,4.786067863542985e-06,1.8679478566149208e-06,6.813825806225745e-07,1.1906325508075839e-06,2.5503810672319653e-06,1.4381559336867277e-06,2.8993540863447355e-06,2.519461939101618e-06
G189E,G189E,MA90,MA90,G189E,MA90,G189E,SI06,SI06,SI06,MA90,G189E,SI06,MA90,SI06,SI06,0.0004189393456195093,0.00020535767400725905,0.0007856790505378386,0.0002710107804761549,0.00013658197511636538,0.0002620843053609965,0.00028561838828455546,0.0001486606131336838,0.0002801919582276606,0.0004192179551503167
SI06,MA90,MA90,G189E,MA90,SI06,MA90,G189E,G189E,SI06,SI06,MA90,G189E,MA90,G189E,MA90,2.063550860933723e-07,8.184142255603886e-08,2.7635913711726865e-07,2.1129462833096324e-07,1.8401543645204445e-07,2.7368956517433433e-07,1.2622610166631638e-07,3.4675891569920304e-07,3.129920928156757e-07,5.376472304112497e-07
SI06,SI06,G189E,MA90,MA90,G189E,SI06,SI06,G189E,G189E,MA90,G189E,G189E,MA90,SI06,SI06,1.0717437559361536e-08,9.728193067851966e-09,1.5899101257799372e-08,1.3899317659463282e-08,8.681160228587962e-09,1.0434065061172352e-08,1.2117406819615916e-08,7.57957834736328e-09,1.1423338447487739e-08,8.409347381940236e-09
MA90,MA90,MA90,MA90,SI06,SI06,G189E,G189E,MA90,MA90,SI06,SI06,SI06,MA90,MA90,MA90,1.855641191454858e-06,1.1226818953946154e-06,8.358492132221909e-07,6.503800624304622e-07,4.910233108553187e-06,5.699439325089907e-07,3.5968268711099155e-07,2.626141000548012e-06,7.47639648524374e-06,1.9728808649069773e-06
SI06,SI06,MA90,SI06,MA90,G189E,MA90,SI06,SI06,SI06,G189E,G189E,SI06,SI06,MA90,SI06,9.956436440950889e-08,2.328701094986046e-08,9.303512310816064e-08,5.466374617973472e-08,4.6465156366614113e-08,1.2179630654431661e-08,7.279766272505722e-08,4.793879637954442e-08,2.359000991341471e-08,4.5321137586150525e-08
MA90,G189E,G189E,MA90,MA90,MA90,G189E,G189E,SI06,G189E,G189E,G189E,SI06,G189E,G189E,MA90,8.916837511617837e-07,8.860910870866039e-07,2.2273860146300175e-06,2.4478236759310418e-06,2.4448987131483053e-06,2.3332171836451292e-06,4.065677895489375e-07,3.2477418711643322e-06,7.638163942282644e-06,3.954412401605051e-06
SI06,SI06,SI06,SI06,G189E,SI06,MA90,G189E,SI06,SI06,MA90,G189E,SI06,G189E,MA90,MA90,4.3239302785028726e-09,3.4330229622844304e-08,6.290138208443434e-09,1.8239671202086822e-08,5.98278616441929e-08,9.522380040973488e-10,1.907724545865905e-08,1.718577507680347e-08,1.928948417839734e-08,5.4531869668370415e-09
G189E,G189E,SI06,MA90,MA90,MA90,SI06,G189E,G189E,MA90,SI06,G189E,SI06,MA90,G189E,SI06,1.2462721212097485e-06,1.1491327385175883e-06,3.111028046052612e-06,5.143460086452298e-06,1.0491167874578804e-06,4.342036468015469e-06,4.145141415794522e-06,1.223145833855413e-06,4.750124721220682e-06,3.0145823008474858e-06
G189E,G189E,SI06,SI06,MA90,G189E,MA90,MA90,G189E,SI06,MA90,G189E,MA90,G189E,MA90,G189E,5.008917099928783e-07,1.5657399388131715e-06,5.016905543759942e-10,9.753326073761627e-09,1.9298291429285092e-06,1.0987849943000453e-10,7.47675921976698e-06,4.6940155321399826e-11,2.492609723518823e-10,1.906365408589352e-08
G189E,SI06,G189E,MA90,MA90,SI06,MA90,MA90,MA90,MA90,MA90,SI06,SI06,G189E,MA90,G189E,3.2477375633814555e-08,4.0324341527918165e-08,1.8156239136009442e-11,3.7502457523442195e-11,2.9287927344610528e-08,1.9089913501633272e-11,9.441280515086254e-08,2.5322457033610426e-12,4.484068827232179e-12,2.5777314285390237e-10
G189E,SI06,MA90,G189E,G189E,G189E,G189E,MA90,SI06,MA90,SI06,MA90,MA90,SI06,SI06,MA90,6.05764455376612e-06,2.0206931426190996e-06,2.2141262882610934e-06,1.2160010349446751e-06,3.7055634033173875e-06,2.201884567424738e-06,2.7730888923238767e-06,7.224731393634468e-06,3.2804500009771733e-06,4.53306914156664e-06
G189E,MA90,MA90,G189E,G189E,SI06,G189E,SI06,MA90,SI06,SI06,SI06,MA90,G189E,SI06,MA90,0.0002586913258632429,0.00020173202566058573,7.372416338026074e-05,6.57268095347697e-05,0.00019389995641717444,0.00012851353089671745,0.00011866357288231147,0.00019795106193156773,0.00026625455951724005,0.0001839199708501021
MA90,MA90,MA90,MA90,SI06,MA90,SI06,SI06,MA90,G189E,G189E,MA90,MA90,SI06,SI06,G189E,9.190748931077641e-06,4.4172810694801346e-06,8.491223923290405e-09,5.58399316607987e-08,1.3854850743561854e-05,1.5887975750925425e-09,7.09530012752551e-06,2.615330127291768e-10,7.614205424160446e-10,1.450263342935904e-07
SI06,G189E,SI06,MA90,MA90,MA90,G189E,G189E,G189E,SI06,SI06,MA90,G189E,SI06,SI06,MA90,2.1453893754590353e-08,1.619743423954113e-08,1.619887796389304e-08,1.653314975633694e-08,1.987535877380095e-08,2.300658205324982e-08,1.761919032947592e-08,2.6740013629411797e-08,2.7876271488586353e-08,1.9217522289854337e-08
G189E,SI06,MA90,SI06,MA90,MA90,G189E,MA90,G189E,SI06,MA90,MA90,MA90,G189E,G189E,SI06,3.455964430509084e-08,1.9321582336841298e-08,1.1547832657104326e-07,6.08665931500574e-08,3.654361778246515e-08,1.4362502736303491e-08,1.329781999636865e-07,8.291203586873313e-08,8.908214339149519e-08,9.947711753755372e-08
MA90,MA90,SI06,SI06,G189E,G189E,G189E,SI06,MA90,SI06,SI06,MA90,SI06,MA90,MA90,G189E,4.1277959073073054e-06,1.6052913463381702e-05,8.13931554431879e-10,9.265494818092067e-08,2.493156254555072e-05,2.6373780559697346e-10,3.8922451325269235e-05,1.3892053082456344e-10,2.775550965710327e-10,5.1199540764291885e-08
MA90,SI06,SI06,MA90,G189E,SI06,G189E,G189E,SI06,SI06,G189E,SI06,G189E,SI06,G189E,SI06,5.3712119001728564e-06,6.638185017071488e-06,4.5560396377966055e-06,2.411976073520831e-05,3.2901021823273415e-06,9.252152396172413e-07,4.581749919123907e-06,5.43949345855525e-06,2.6798847584483146e-05,1.3083985440525931e-05
MA90,G189E,SI06,SI06,MA90,MA90,G189E,SI06,SI06,G189E,MA90,G189E,G189E,SI06,SI06,G189E,3.895586473197891e-06,9.77413610661854e-06,5.840834277368478e-09,6.161231559090668e-08,1.4011548733886307e-05,5.008562630742022e-10,4.2625052362143585e-05,9.129673311467375e-11,4.5198604408594006e-10,2.5881101834394176e-07
SI06,SI06,MA90,MA90,G189E,SI06,SI06,G189E,MA90,G189E,MA90,SI06,MA90,SI06,G189E,G189E,4.173280810619636e-08,1.7319692596973935e-08,3.487511624188563e-11,2.2694852746107542e-10,3.359846305223266e-08,2.6946827406772794e-12,1.4071322462883476e-07,6.62986555824235e-12,7.502150155047513e-12,4.2927754296311496e-10
G189E,SI06,MA90,MA90,SI06,MA90,G189E,G189E,SI06,MA90,MA90,MA90,SI06,MA90,SI06,MA90,1.5715263685488854e-06,3.236029198318457e-07,5.086500418767409e-07,1.6609232662293955e-07,3.599303065062935e-07,1.507929978941885e-07,2.0947939592647473e-07,1.0663363833551582e-06,7.142037633921568e-07,9.27391810603789e-07
G189E,MA90,G189E,G189E,MA90,G189E,G189E,SI06,MA90,G189E,MA90,G189E,MA90,SI06,SI06,SI06,9.803493421275153e-05,8.837942441012711e-05,8.059770656330778e-05,0.00010288118212857492,5.220859522503517e-05,0.00018840260732082157,0.00010563883469149326,3.601615756346562e-05,0.0001020135666356549,3.8867220848035124e-05
