Order,Train R2,Test R2
0,-1.1102230246251565e-15,-0.00020783871853091718
1,0.6368793994377759,0.6269114226119712
2,0.8782477616887917,0.8792819817530972
3,0.9335466011273105,0.9307258377894769
4,0.9525547898027991,0.9457847189868237
5,0.966544628379841,0.9515668342470593
6,0.9772967575296403,0.9456600543144911
