Order,Train R2,Test R2
0,2.55351295663786e-15,-0.0002605345550141802
1,0.62592258726128,0.6104246951736096
2,0.8812725755596519,0.8818740151367346
3,0.9424649665775613,0.9410280945383089
4,0.9653167685336886,0.9606449893473974
5,0.9814684585070275,0.972728691653905
6,0.9883198484287284,0.9723034788842719
