Order,Train R2,Test R2
0,5.551115123125783e-16,-0.0001179997479963113
1,0.6240227781700787,0.6276750027337428
2,0.8813737403101863,0.8809379126402098
3,0.9425036167594664,0.9406650025799626
4,0.9653347867809823,0.9604926857530489
5,0.9813296707845849,0.9742325354011914
6,0.988220341190555,0.9736888368442623
