Order,Train R2,Test R2
0,9.992007221626409e-16,-7.571516767557185e-06
1,0.6353284266381896,0.6410431702169728
2,0.878507277589509,0.8769617849342003
3,0.9333663757591694,0.9324160221639293
4,0.9523303600985599,0.9479028020208233
5,0.9662408695588284,0.9544502993347181
6,0.9770292397485496,0.9495527983305623
