Order,Train R2,Test R2
0,-4.440892098500626e-16,-8.731804816974886e-06
1,0.7538918266089346,0.7488343743688992
2,0.9561819918766408,0.9576339712290334
3,0.979921599314668,0.9801551774702669
4,0.9868568009567504,0.985879671707006
5,0.9900970392257799,0.9872716884070063
6,0.9927674696647761,0.9870300243924669
