Order,Train R2,Test R2
0,3.3306690738754696e-16,-0.00016313587011262953
1,0.7555793538113684,0.749962459540643
2,0.9564397350834537,0.9566962345452825
3,0.9800066604467645,0.9798185464711209
4,0.9868203436915085,0.9862485173552558
5,0.990050508177664,0.9875806038925334
6,0.9927237526974441,0.9874292214583335
