Order,Train R2,Test R2
0,2.220446049250313e-16,-0.00018932520298675648
1,0.7534954650834984,0.7522932993200043
2,0.9564279395730118,0.9554031327186673
3,0.9800129107963874,0.979330757025636
4,0.9869043707892292,0.9854507249156216
5,0.9901185883199323,0.9870692010330413
6,0.99275395318619,0.9873012712693596
