"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","PE-A","Time"
35475.8,23289,99830.2,30124.9,21188,93178.4,48415.8,14616.5,0.581731
15137.3,12774,77660.6,10768.4,9022,78222.2,22336.4,227.14,0.58379
47167.4,33302,92822.1,37428.5,25634,95689.8,56887.5,829.84,0.584819
6705.92,6706,65535.2,3268,3122,68600.8,9084.28,85.28,0.585849
5009.92,5099,64391.1,2450.24,2367,67840.7,9010.56,126.28,0.586879
6216.32,6429,63368,3340.2,3328,65776.2,22694.4,191.06,0.588938
8584.96,8549,65811.7,4486.28,4361,67418.7,8922.4,88.56,0.589967
14705.3,14411,66874.3,7902.48,7606,68090.6,10559.4,131.2,0.594086
6407.68,6509,64515.9,3028.6,2912,68160.1,11842.3,43.46,0.594086
30213.8,23982,82565.6,21393.2,16986,82540.2,24204.5,236.98,0.596145
11324.2,11096,66883.6,5324.56,4881,71491.6,6855.2,101.68,0.600264
9736.96,9422,67726.7,6162.84,5859,68934.6,17971.7,172.2,0.600264
11045.1,10254,70592.3,11324.8,9854,75317.6,33524.4,316.52,0.600264
11297.3,11418,64843.1,5397.52,5450,64904.9,7283.84,-18.04,0.606441
8082.56,7416,71426.5,6056.44,5637,70412.4,17432.1,116.44,0.61056
7048.32,6946,66501.4,3259.64,3110,68689.3,14046.3,70.52,0.611589
38887,28566,89214.5,45640.3,32918,90864.6,47047.8,675.68,0.611589
6372.48,6366,65602.7,3291.56,3226,66867.9,19500.8,106.6,0.613648
11678.7,11151,68637.5,6693.32,6219,70534.4,51341,469.86,0.616737
7664,7575,66306,3214.04,3095,68056.7,12951.2,138.58,0.620856
7047.68,7105,65007.3,2882.68,2857,66125.1,19297.9,159.08,0.621885
10791.7,10819,65370.5,5767.64,5691,66418.6,34003.9,402.62,0.622915
10461.4,10338,66318.5,5565.48,5410,67419.5,7650.16,119.72,0.623945
14027.5,13554,67825.6,6207.68,5778,70409.6,19962.9,178.76,0.624974
11721.6,11415,67296.3,7329.44,6935,69263.5,15505.5,164,0.628063
10120.3,9106,72836.1,8463.36,7910,70120.7,38014.4,336.2,0.631152
9776.64,9658,66341.1,4119.96,3998,67535.2,10101.9,355.06,0.632182
6823.68,6351,70413.6,5605.76,5195,70717.8,9028.04,150.88,0.634241
