"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","PE-A","Time"
29778.4,23711,82305.9,21796.5,18722,76298.2,20625.3,379.8,0.592719
8251.66,8870,60967.4,3529.6,3838,60269.9,13534.7,79.8,0.592719
20780.2,18939,71907.4,11706.2,11163,68725.3,12379.5,28.8,0.592719
16266.7,16378,65090.6,6425.6,6551,64281.5,10559.4,12,0.596125
16201.7,17026,62363.2,5636.48,5962,61957.8,17119.4,28.8,0.597261
42882.9,35889,78307.4,42217,39641,69794.7,17742.1,311.4,0.597261
20896.2,20119,68067.8,8369.92,7979,68746.8,23152.6,37.2,0.598396
26949.7,27158,65033.3,12556.2,12998,63308.2,10471,169.2,0.599532
16064.3,15455,68119.5,11683.2,11154,68645.4,15075.8,79.2,0.599532
14558,15105,63162.7,4995.84,5417,60440.7,6208.64,18.6,0.606344
18912.1,18007,68829.9,10448.6,10871,62989.8,7783.04,118.2,0.60748
10239.9,10007,67061.3,5722.24,5683,65988.5,10314.9,23.4,0.608615
19873.7,20231,64378.6,7031.68,7283,63274.5,25566.1,100.8,0.608615
16809.6,17238,63907.1,6392.96,6814,61486.5,19393.9,69,0.608615
11966.6,12268,63925.7,5368.32,5585,62993.4,9349.76,49.2,0.609751
43555.1,38429,74277.9,29361.3,26224,73376.3,19056,329.4,0.610886
17708.6,17938,64697.7,7621.76,8178,61078.5,7184.64,37.2,0.615428
17915,18606,63102.2,6885.12,7274,62032.3,13021.4,-6.6,0.621106
9293.92,9935,61307.1,4821.12,4946,63881.3,21516.8,12,0.621106
14579.5,15034,63554.6,6604.16,7059,61313.2,10953.6,42,0.623377
13698.4,14374,62455.9,4734.72,4994,62133.5,21792,32.4,0.623377
11083.2,11738,61880.2,3550.72,3850,60441.6,8907.52,37.2,0.626783
18814.6,14984,82290.1,16445.4,14129,76280.6,18526.1,41.4,0.627918
13510.5,13970,63380.5,5039.36,5490,60156.6,8618.24,62.4,0.629054
11698.6,12345,62104.4,5383.68,5828,60539.6,10663,30.6,0.630189
15363.6,12846,78380.1,16746.2,15998,68601.2,13585.3,84.6,0.630189
18395.3,18519,65098.2,8560,9043,62035.6,10509.4,-6,0.631325
13239.7,13479,64372.3,5653.12,5987,61881.2,10480,49.2,0.631325
16898.9,15726,70423.8,8672,8522,66689.5,8894.72,17.4,0.631325
5343.54,5718,61244.2,2210.56,2306,62823.6,13392,21,0.633596
12285,13101,61454,4333.44,4544,62499.2,7866.88,-8.4,0.635867
14736.6,14205,67988.8,9699.2,9456,67221.5,30679,102.6,0.637002
14743.6,15002,64407.2,6759.68,7070,62659.5,16544,13.2,0.640409
24380.3,21392,74690.9,18709.8,17400,70469.1,15339.5,426.6,0.641544
15829.4,16459,63028.9,5699.84,6207,60181.2,17133.4,34.2,0.64268
20174.1,19800,66774.4,9363.2,9281,66116.4,16492.8,39.6,0.643815
