Order,Train R2,Test R2
0,0.0,-2.042847235816936e-06
1,0.736784531047739,0.7401793380569253
2,0.9160870880748087,0.9132180243282916
3,0.9527839785192113,0.949865074903853
4,0.9706464460528981,0.9667827532658788
5,0.9822322887282753,0.9757695123266561
6,0.9883190935477317,0.9774275775652005
