Order,Train R2,Test R2
0,2.7755575615628914e-15,-3.75410430928369e-05
1,0.7372551513423697,0.7359547928866377
2,0.9160811838546542,0.913320265595174
3,0.952784935987228,0.9497956886746702
4,0.9706925650663074,0.9662303007142812
5,0.9822637804536989,0.9754090071509568
6,0.9884177476812483,0.9763477869182597
