Order,Train R2,Test R2
0,2.220446049250313e-16,-0.0003270868460361065
1,0.7254661638044446,0.7196500648177404
2,0.9088020420732079,0.9050527093251081
3,0.9443636856755152,0.9391923578460496
4,0.9632917644322468,0.9547010877695994
5,0.9739671580443803,0.9599022186048946
6,0.980403013409215,0.9566194696833985
