Order,Train R2,Test R2
0,9.992007221626409e-16,-0.00023157429771214488
1,0.7243306068382072,0.7299896107692772
2,0.9084325352318771,0.908495224065255
3,0.9440728823126098,0.9420068004921391
4,0.9630016921185642,0.9576432660419782
5,0.9736392588557812,0.9635513556912825
6,0.980149026914403,0.960046805376038
