"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","PE-A","Time"
12215.5,10916,73337.9,7932.6,6948,74823.1,8285.16,105.41,0.601016
16139.8,13422,78806.3,11048.7,8922,81157.5,7949.76,68.06,0.602196
12733,11957,69789.2,5286.84,4921,70408.1,8509.8,26.56,0.603377
8994.36,8518,69201,3479.58,3265,69843.1,19666.9,-10.79,0.605739
16923.8,15677,70748.3,6788.34,6253,71146.8,24272.8,20.75,0.606919
25068.9,22505,73002.2,12464.4,11293,72333.9,6956.82,18.26,0.6081
12720.8,11980,69588.3,5361.72,4984,70502.7,12606.4,49.8,0.610462
18757.8,17441,70484,7527.78,7013,70346.6,7180.68,19.92,0.614004
10357.1,9149,74189.7,7693.14,6797,74176.5,7882.68,19.92,0.614004
17695.6,16530,70157.4,7034.82,6614,69705.8,16427.6,45.65,0.615185
29542.6,19998,96814.9,21785.4,14925,95660.2,35620.3,63.91,0.616366
15820.2,14313,72437.1,7066.8,6217,74494.1,13422.2,32.37,0.617546
13226,12408,69856.5,7353.06,6584,73191.1,12785,48.14,0.618727
28994.5,22957,82771.5,15503.3,12365,82169.3,32653.9,117.03,0.618727
21341.1,19737,70862.4,8405.28,7753,71049.7,7415.46,24.07,0.621089
26461.5,22379,77491.5,17124.9,14575,77001.5,11420,53.12,0.621089
9119.48,8765,68186.5,3141.06,2937,70089.4,12154,39.84,0.624631
15248.3,12588,79386.2,9987.12,8540,76641.2,17645.9,44.82,0.626993
20963.7,18666,73603.3,9767.16,8505,75261.7,21989.8,60.59,0.626993
18468.1,17153,70560.6,7619.82,6837,73039.7,11290.5,-22.41,0.628173
7868.28,7496,68790.8,3456.18,3281,69035.1,11395,-22.41,0.630535
16134.4,14387,73495.6,7331.22,6343,75746.3,27131.5,39.84,0.631716
14504.4,13600,69894.2,6219.72,5716,71311.3,6535.62,9.96,0.635258
40059.5,28646,91647.6,29247.7,21574,88846.5,19745.7,81.34,0.636439
19897.5,18535,70353.5,8246.94,7527,71804.4,23655.1,32.37,0.636439
