"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","PE-A","Time"
9776.36,9281,69033.9,3865.68,3541,71545.1,10767.1,14.94,0.632307
15366.6,13580,74158.2,11043.2,9768,74091.9,15610.9,-18.26,0.638108
31182.1,25440,80328.2,18610.8,14772,82566.8,6665.1,9.13,0.638108
17736.4,14317,81188.5,10111.9,8345,79412.2,7785.18,-51.46,0.638108
14241.2,13561,68823.4,4864.08,4532,70338.1,6830.46,-47.31,0.639268
11324.7,10661,69616.1,5113.68,4661,71900.9,6647.94,452.35,0.64739
10060.6,9274,71094.6,6002.1,5454,72122,9859.2,-31.54,0.654351
31671,26356,78752.1,11571.3,7992,94887,8942.7,60805.8,0.656671
9072.56,8748,67967.5,3827.46,3541,70837.7,6101.94,-27.39,0.658992
32651.6,25604,83574.9,23563,18548,83255.7,17369.8,51.46,0.658992
49581.5,37348,87002.6,33474.5,25200,87054.9,19750.4,33.2,0.664792
16992.5,14461,77008.6,12228.1,10432,76819.2,19730.1,4.98,0.667113
14084.2,13213,69856.9,5506.02,5069,71186.1,23793.9,-60.59,0.668273
36069.9,27716,85289.3,22208.2,17744,82024,6455.28,18.26,0.670593
12414.1,11892,68413.1,4314.96,3920,72139.1,9914.58,16.6,0.671754
10249.6,9427,71254.9,5381.22,4759,74104.6,10558.1,9.13,0.681035
5489.64,5204,69133.2,1925.82,1772,71224.9,6567.6,57.27,0.682195
24744.5,19453,83362.8,11314.7,9197,80626.2,14650.7,79.68,0.686836
16362.8,15112,70960.5,6978.66,6476,70622.8,8225.1,-34.03,0.687996
42348.4,26276,105623,33106.3,22064,98334.7,31277.2,69.72,0.690317
28605.6,14848,126259,12673.4,6708,123817,18548.4,57.27,0.692637
24460.3,20473,78299.7,17622.5,14692,78608.1,9043.32,-5.81,0.694958
8349.72,7921,69083.1,2869.62,2641,71209.2,12996.4,-26.56,0.701919
39712.7,27628,94201.9,23325.9,17388,87916.2,15438.5,83.83,0.703079
12101.3,11492,69010.6,2671.5,2500,70031.8,8193.9,23.24,0.703079
11969.4,11245,69757.6,5819.58,5357,71195.1,6929.52,-22.41,0.705399
53584,30887,113694,37192,23207,105029,8935.68,74.7,0.70772
10412.2,9896,68954.3,4205.76,3893,70801.1,6034.08,-56.44,0.70888
