Order,Train R2,Test R2
0,-2.220446049250313e-16,-8.517949595554519e-05
1,0.6354866258656293,0.6394747347750049
2,0.8780710814308551,0.8807850639256892
3,0.9335252999588126,0.931042626898332
4,0.9526274885372007,0.9451776836656269
5,0.9666866286614433,0.9503792486075268
6,0.9774693699645242,0.9439594134583907
