Order,Train R2,Test R2
0,-4.440892098500626e-15,-3.3579201779154744e-06
1,0.6241073579953305,0.6270060302017739
2,0.881664591265911,0.8783440253457683
3,0.9423818696868439,0.9416924162734756
4,0.9654398107551815,0.9593841541527146
5,0.9813477278300412,0.9739806288282609
6,0.9882419530608864,0.9734464551162537
