Order,Train R2,Test R2
0,-1.5543122344752192e-15,-0.0013050523720130602
1,0.6349419274315342,0.6436040225460542
2,0.8789538452637146,0.8729497156827528
3,0.9334308659944706,0.9318670827263945
4,0.9525394779056926,0.9459599235277975
5,0.9664592873830995,0.952987633080391
6,0.977133731067078,0.94979508563801
