Order,Train R2,Test R2
0,-3.1086244689504383e-15,-5.9359912121026426e-05
1,0.6250664225059854,0.6183895923338691
2,0.8811562052987809,0.8829726197664244
3,0.942466518894076,0.9410743497143521
4,0.9652637393332273,0.9612512973518592
5,0.9813695224499168,0.9738415145022614
6,0.9882367660128414,0.9734953300394811
