"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","PE-A","Time"
8395.96,8495,64771.9,2332.98,2363,64703.4,9039.42,0,0.597582
14280,13797,67830.3,6342.96,5941,69970.1,24297,96.28,0.597582
20540.1,18988,70892.9,13509.6,12444,71148,13328.6,94.62,0.602188
13553.1,13192,67329.8,5447.52,5148,69349,27251.6,78.02,0.603339
16687.9,14668,74560.8,9991.02,9096,71984.5,23469.4,65.57,0.603339
14281.4,12913,72480.7,6871.02,6377,70613,19626.4,28.22,0.603339
17350.9,17040,66731.6,8200.14,8160,65858.4,5816.46,58.1,0.604491
28112.6,22797,80817,13517.4,11209,79032.6,64378.9,193.39,0.606793
17576.6,17068,67489,7055.88,6952,66515.3,17766.1,102.92,0.607945
13181.1,13221,65338.3,5141.76,5185,64989.5,16245.8,-35.69,0.607945
12244.1,12113,66245.2,5961.54,5969,65454.1,27151.8,92.13,0.609096
58235.9,38705,98606,54980.6,41349,87141.4,6772.74,195.88,0.610248
12147.5,12187,65323.7,4043.52,4063,65221.8,6626.1,94.62,0.613702
9682.52,9233,68726.7,6521.58,6117,69870.6,14743.6,29.88,0.613702
11361.4,11075,67231,5997.42,5863,67038.5,14730.3,53.95,0.616005
6028.2,6025,65570.8,2548.26,2525,66139.7,17424.4,107.9,0.617156
29414.1,24732,77942.8,14437,12508,75643.1,14281,42.33,0.617156
13878.1,13401,67869.3,7763.34,7581,67112.3,6372.6,-12.45,0.617156
16112.6,14929,70731.8,8977.8,8673,67839.2,20646.6,115.37,0.618307
16367.6,16112,66575.7,5183.88,5104,66561.7,18840.9,100.43,0.618307
16001.1,15777,66466.8,6700.98,6713,65418.7,12130.6,15.77,0.619459
32006.9,23436,89503.6,33423.8,28876,75857.5,24501.4,143.59,0.622913
11693.3,11765,65136.5,4389.06,4373,65776.7,11179,31.54,0.625216
15584.2,15484,65960.3,9833.46,9612,67045.9,26820.3,68.89,0.625216
20138.2,19520,67611.5,10921.6,10712,66818.1,11741.3,30.71,0.626367
55597.5,34268,106328,51126.7,33164,101032,39702,220.78,0.62867
27648.1,24505,73941.9,11238.2,8877,82968.3,17752.8,158.53,0.630973
14169.8,13347,69576.3,5873.4,5383,71506.4,32105.6,117.03,0.632124
17772.5,17352,67124.1,4247.1,3992,69723.9,22744,120.35,0.632124
7539.16,7677,64359.3,3056.82,3049,65704.1,24420.2,27.39,0.634427
13532.7,13620,65115.8,4412.46,4412,65542.8,14628.1,153.55,0.635579
17338,16976,66933.4,6951.36,6820,66798.3,45135.5,91.3,0.637881
11370.3,10184,73169.9,7488.78,6972,70393.7,48626,117.86,0.640184
23369.6,22129,69210,12984.7,12729,66852.3,26868.7,84.66,0.640184
16806.9,16684,66018.7,6270.42,6248,65771.2,34265.4,126.99,0.643638
19958,19660,66529.4,8448.96,8444,65574.5,6688.5,-34.86,0.645941
23636.8,19621,78949.2,15913.6,13485,77338.6,18983.6,131.14,0.647093
7419.48,7597,64004.6,2596.62,2649,64240.1,25896,68.06,0.648244
15727,15433,66784.6,6036.42,5945,66543.8,12986.2,70.55,0.649396
